RXCUI,DrugName,Type,Class,Group
565354,irbesartan 75 MG [Avapro],SBDC,irbesartan,ARB
565355,irbesartan 150 MG [Avapro],SBDC,irbesartan,ARB
565356,irbesartan 300 MG [Avapro],SBDC,irbesartan,ARB
823932,hydrochlorothiazide 12.5 MG / irbesartan 150 MG [Avalide],SBDC,irbesartan,ARB
823936,hydrochlorothiazide 12.5 MG / irbesartan 300 MG [Avalide],SBDC,irbesartan,ARB
379722,irbesartan Oral Tablet [Avapro],SBDF,irbesartan,ARB
823937,hydrochlorothiazide / irbesartan Oral Tablet [Avalide],SBDF,irbesartan,ARB
1175010,Avalide Oral Product,SBDG,irbesartan,ARB
1175011,Avalide Pill,SBDG,irbesartan,ARB
1175669,Avapro Oral Product,SBDG,irbesartan,ARB
1175670,Avapro Pill,SBDG,irbesartan,ARB
200094,irbesartan 75 MG Oral Tablet,SCD,irbesartan,ARB
200095,irbesartan 150 MG Oral Tablet,SCD,irbesartan,ARB
200096,irbesartan 300 MG Oral Tablet,SCD,irbesartan,ARB
310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,SCD,irbesartan,ARB
310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,SCD,irbesartan,ARB
485471,hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet,SCD,irbesartan,ARB
316098,irbesartan 150 MG,SCDC,irbesartan,ARB
316099,irbesartan 300 MG,SCDC,irbesartan,ARB
316100,irbesartan 75 MG,SCDC,irbesartan,ARB
370704,irbesartan Oral Tablet,SCDF,irbesartan,ARB
370705,hydrochlorothiazide / irbesartan Oral Tablet,SCDF,irbesartan,ARB
1161332,irbesartan Oral Product,SCDG,irbesartan,ARB
1161333,irbesartan Pill,SCDG,irbesartan,ARB
1162156,hydrochlorothiazide / irbesartan Oral Product,SCDG,irbesartan,ARB
1162157,hydrochlorothiazide / irbesartan Pill,SCDG,irbesartan,ARB
1372734,Twynsta,BN,telmisartan,ARB
2057153,Semintra,BN,telmisartan,ARB
218353,Micardis,BN,telmisartan,ARB
284780,Micardis-HCT,BN,telmisartan,ARB
73494,telmisartan,IN,telmisartan,ARB
284636,hydrochlorothiazide / telmisartan,MIN,telmisartan,ARB
901212,amlodipine / telmisartan,MIN,telmisartan,ARB
2057158,telmisartan 10 MG/ML Oral Solution [Semintra],SBD,telmisartan,ARB
213431,telmisartan 40 MG Oral Tablet [Micardis],SBD,telmisartan,ARB
213432,telmisartan 80 MG Oral Tablet [Micardis],SBD,telmisartan,ARB
284531,telmisartan 20 MG Oral Tablet [Micardis],SBD,telmisartan,ARB
749833,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Micardis-HCT],SBD,telmisartan,ARB
749837,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],SBD,telmisartan,ARB
749841,hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],SBD,telmisartan,ARB
876518,amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta],SBD,telmisartan,ARB
876523,amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta],SBD,telmisartan,ARB
876528,amlodipine 5 MG / telmisartan 40 MG Oral Tablet [Twynsta],SBD,telmisartan,ARB
876533,amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta],SBD,telmisartan,ARB
2057154,telmisartan 10 MG/ML [Semintra],SBDC,telmisartan,ARB
573320,telmisartan 40 MG [Micardis],SBDC,telmisartan,ARB
573321,telmisartan 80 MG [Micardis],SBDC,telmisartan,ARB
574959,telmisartan 20 MG [Micardis],SBDC,telmisartan,ARB
749831,hydrochlorothiazide 12.5 MG / telmisartan 40 MG [Micardis-HCT],SBDC,telmisartan,ARB
749835,hydrochlorothiazide 12.5 MG / telmisartan 80 MG [Micardis-HCT],SBDC,telmisartan,ARB
749839,hydrochlorothiazide 25 MG / telmisartan 80 MG [Micardis-HCT],SBDC,telmisartan,ARB
876516,amlodipine 10 MG / telmisartan 40 MG [Twynsta],SBDC,telmisartan,ARB
876521,amlodipine 10 MG / telmisartan 80 MG [Twynsta],SBDC,telmisartan,ARB
876526,amlodipine 5 MG / telmisartan 40 MG [Twynsta],SBDC,telmisartan,ARB
876531,amlodipine 5 MG / telmisartan 80 MG [Twynsta],SBDC,telmisartan,ARB
2057155,telmisartan Oral Solution [Semintra],SBDF,telmisartan,ARB
368146,telmisartan Oral Tablet [Micardis],SBDF,telmisartan,ARB
749836,hydrochlorothiazide / telmisartan Oral Tablet [Micardis-HCT],SBDF,telmisartan,ARB
876517,amlodipine / telmisartan Oral Tablet [Twynsta],SBDF,telmisartan,ARB
1178058,Micardis Oral Product,SBDG,telmisartan,ARB
1178059,Micardis Pill,SBDG,telmisartan,ARB
1178060,Micardis-HCT Oral Product,SBDG,telmisartan,ARB
1178061,Micardis-HCT Pill,SBDG,telmisartan,ARB
1186904,Twynsta Pill,SBDG,telmisartan,ARB
1186905,Twynsta Oral Product,SBDG,telmisartan,ARB
2057156,Semintra Oral Liquid Product,SBDG,telmisartan,ARB
2057157,Semintra Oral Product,SBDG,telmisartan,ARB
205304,telmisartan 40 MG Oral Tablet,SCD,telmisartan,ARB
205305,telmisartan 80 MG Oral Tablet,SCD,telmisartan,ARB
2057152,telmisartan 10 MG/ML Oral Solution,SCD,telmisartan,ARB
282755,telmisartan 20 MG Oral Tablet,SCD,telmisartan,ARB
283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,SCD,telmisartan,ARB
283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,SCD,telmisartan,ARB
477130,hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet,SCD,telmisartan,ARB
876514,amlodipine 10 MG / telmisartan 40 MG Oral Tablet,SCD,telmisartan,ARB
876519,amlodipine 10 MG / telmisartan 80 MG Oral Tablet,SCD,telmisartan,ARB
876524,amlodipine 5 MG / telmisartan 40 MG Oral Tablet,SCD,telmisartan,ARB
876529,amlodipine 5 MG / telmisartan 80 MG Oral Tablet,SCD,telmisartan,ARB
2057149,telmisartan 10 MG/ML,SCDC,telmisartan,ARB
316764,telmisartan 40 MG,SCDC,telmisartan,ARB
316765,telmisartan 80 MG,SCDC,telmisartan,ARB
331555,telmisartan 20 MG,SCDC,telmisartan,ARB
2057151,telmisartan Oral Solution,SCDF,telmisartan,ARB
374024,telmisartan Oral Tablet,SCDF,telmisartan,ARB
378921,hydrochlorothiazide / telmisartan Oral Tablet,SCDF,telmisartan,ARB
876513,amlodipine / telmisartan Oral Tablet,SCDF,telmisartan,ARB
1152287,amlodipine / telmisartan Oral Product,SCDG,telmisartan,ARB
1152288,amlodipine / telmisartan Pill,SCDG,telmisartan,ARB
1161480,telmisartan Oral Product,SCDG,telmisartan,ARB
1161481,telmisartan Pill,SCDG,telmisartan,ARB
1162781,hydrochlorothiazide / telmisartan Oral Product,SCDG,telmisartan,ARB
1162782,hydrochlorothiazide / telmisartan Pill,SCDG,telmisartan,ARB
2057150,telmisartan Oral Liquid Product,SCDG,telmisartan,ARB
1091647,Edarbi,BN,azilsartan medoxomil,ARB
1372759,Edarbyclor,BN,azilsartan medoxomil,ARB
1091643,azilsartan,IN,azilsartan medoxomil,ARB
1235143,azilsartan / chlorthalidone,MIN,azilsartan medoxomil,ARB
1091642,azilsartan medoxomil,PIN,azilsartan medoxomil,ARB
1091650,azilsartan medoxomil 40 MG Oral Tablet [Edarbi],SBD,azilsartan medoxomil,ARB
1091654,azilsartan medoxomil 80 MG Oral Tablet [Edarbi],SBD,azilsartan medoxomil,ARB
1235150,azilsartan medoxomil 40 MG / chlorthalidone 12.5 MG Oral Tablet [Edarbyclor],SBD,azilsartan medoxomil,ARB
1235157,azilsartan medoxomil 40 MG / chlorthalidone 25 MG Oral Tablet [Edarbyclor],SBD,azilsartan medoxomil,ARB
1091648,azilsartan medoxomil 40 MG [Edarbi],SBDC,azilsartan medoxomil,ARB
1091653,azilsartan medoxomil 80 MG [Edarbi],SBDC,azilsartan medoxomil,ARB
1235146,azilsartan medoxomil 40 MG / chlorthalidone 12.5 MG [Edarbyclor],SBDC,azilsartan medoxomil,ARB
1235153,azilsartan medoxomil 40 MG / chlorthalidone 25 MG [Edarbyclor],SBDC,azilsartan medoxomil,ARB
1091649,azilsartan Oral Tablet [Edarbi],SBDF,azilsartan medoxomil,ARB
1235147,azilsartan / chlorthalidone Oral Tablet [Edarbyclor],SBDF,azilsartan medoxomil,ARB
2658502,azilsartan medoxomil Oral Tablet [Edarbi],SBDFP,azilsartan medoxomil,ARB
2658673,azilsartan medoxomil / chlorthalidone Oral Tablet [Edarbyclor],SBDFP,azilsartan medoxomil,ARB
1173191,Edarbi Oral Product,SBDG,azilsartan medoxomil,ARB
1173192,Edarbi Pill,SBDG,azilsartan medoxomil,ARB
1235148,Edarbyclor Oral Product,SBDG,azilsartan medoxomil,ARB
1235149,Edarbyclor Pill,SBDG,azilsartan medoxomil,ARB
1091646,azilsartan medoxomil 40 MG Oral Tablet,SCD,azilsartan medoxomil,ARB
1091652,azilsartan medoxomil 80 MG Oral Tablet,SCD,azilsartan medoxomil,ARB
1235144,azilsartan medoxomil 40 MG / chlorthalidone 12.5 MG Oral Tablet,SCD,azilsartan medoxomil,ARB
1235151,azilsartan medoxomil 40 MG / chlorthalidone 25 MG Oral Tablet,SCD,azilsartan medoxomil,ARB
1091644,azilsartan medoxomil 40 MG,SCDC,azilsartan medoxomil,ARB
1091651,azilsartan medoxomil 80 MG,SCDC,azilsartan medoxomil,ARB
1091645,azilsartan Oral Tablet,SCDF,azilsartan medoxomil,ARB
1235142,azilsartan / chlorthalidone Oral Tablet,SCDF,azilsartan medoxomil,ARB
2647054,azilsartan medoxomil Oral Tablet,SCDFP,azilsartan medoxomil,ARB
2649217,azilsartan medoxomil / chlorthalidone Oral Tablet,SCDFP,azilsartan medoxomil,ARB
1155006,azilsartan Oral Product,SCDG,azilsartan medoxomil,ARB
1155007,azilsartan Pill,SCDG,azilsartan medoxomil,ARB
1235140,azilsartan / chlorthalidone Oral Product,SCDG,azilsartan medoxomil,ARB
1235141,azilsartan / chlorthalidone Pill,SCDG,azilsartan medoxomil,ARB
2659556,azilsartan medoxomil / chlorthalidone Pill,SCDGP,azilsartan medoxomil,ARB
2662216,azilsartan medoxomil Pill,SCDGP,azilsartan medoxomil,ARB
2662871,azilsartan medoxomil / chlorthalidone Oral Product,SCDGP,azilsartan medoxomil,ARB
2663523,azilsartan medoxomil Oral Product,SCDGP,azilsartan medoxomil,ARB
83515,eprosartan,IN,eprosartan,ARB
352375,eprosartan / hydrochlorothiazide,MIN,eprosartan,ARB
236878,eprosartan mesylate,PIN,eprosartan,ARB
310139,eprosartan 400 MG Oral Tablet,SCD,eprosartan,ARB
310140,eprosartan 600 MG Oral Tablet,SCD,eprosartan,ARB
351292,eprosartan 600 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD,eprosartan,ARB
351293,eprosartan 600 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD,eprosartan,ARB
389185,eprosartan 300 MG Oral Tablet,SCD,eprosartan,ARB
330329,eprosartan 400 MG,SCDC,eprosartan,ARB
330330,eprosartan 600 MG,SCDC,eprosartan,ARB
393447,eprosartan 300 MG,SCDC,eprosartan,ARB
374612,eprosartan Oral Tablet,SCDF,eprosartan,ARB
378735,eprosartan / hydrochlorothiazide Oral Tablet,SCDF,eprosartan,ARB
1161918,eprosartan / hydrochlorothiazide Oral Product,SCDG,eprosartan,ARB
1161919,eprosartan / hydrochlorothiazide Pill,SCDG,eprosartan,ARB
1161920,eprosartan Oral Product,SCDG,eprosartan,ARB
1161921,eprosartan Pill,SCDG,eprosartan,ARB
1369,bendroflumethiazide,IN,Bendroflumethiazide,Thiazide_Diuretics
1007960,bendroflumethiazide / reserpine,MIN,Bendroflumethiazide,Thiazide_Diuretics
1008681,bendroflumethiazide / meprobamate,MIN,Bendroflumethiazide,Thiazide_Diuretics
1008770,bendroflumethiazide / papaverine / Rauwolfia preparation,MIN,Bendroflumethiazide,Thiazide_Diuretics
1008897,bendroflumethiazide / Rauwolfia preparation,MIN,Bendroflumethiazide,Thiazide_Diuretics
1008922,bendroflumethiazide / spironolactone,MIN,Bendroflumethiazide,Thiazide_Diuretics
1009137,amiloride / bendroflumethiazide,MIN,Bendroflumethiazide,Thiazide_Diuretics
153153,atenolol / bendroflumethiazide,MIN,Bendroflumethiazide,Thiazide_Diuretics
214288,bendroflumethiazide / nadolol,MIN,Bendroflumethiazide,Thiazide_Diuretics
392576,bendroflumethiazide / potassium,MIN,Bendroflumethiazide,Thiazide_Diuretics
645566,bendroflumethiazide / propranolol,MIN,Bendroflumethiazide,Thiazide_Diuretics
645567,bendroflumethiazide / timolol,MIN,Bendroflumethiazide,Thiazide_Diuretics
690057,bendroflumethiazide / potassium chloride,MIN,Bendroflumethiazide,Thiazide_Diuretics
812444,bendroflumethiazide / clonidine,MIN,Bendroflumethiazide,Thiazide_Diuretics
153155,atenolol 25 MG / bendroflumethiazide 1.25 MG Oral Capsule,SCD,Bendroflumethiazide,Thiazide_Diuretics
197394,bendroflumethiazide 5 MG Oral Tablet,SCD,Bendroflumethiazide,Thiazide_Diuretics
198000,bendroflumethiazide 5 MG / nadolol 40 MG Oral Tablet,SCD,Bendroflumethiazide,Thiazide_Diuretics
198001,bendroflumethiazide 5 MG / nadolol 80 MG Oral Tablet,SCD,Bendroflumethiazide,Thiazide_Diuretics
250543,bendroflumethiazide 2.5 MG / timolol 10 MG Oral Tablet,SCD,Bendroflumethiazide,Thiazide_Diuretics
308614,bendroflumethiazide 2.5 MG Oral Tablet,SCD,Bendroflumethiazide,Thiazide_Diuretics
431740,bendroflumethiazide 2.5 MG / potassium chloride 630 MG Extended Release Oral Tablet,SCD,Bendroflumethiazide,Thiazide_Diuretics
431741,bendroflumethiazide 2.5 MG / potassium chloride 573 MG Extended Release Oral Tablet,SCD,Bendroflumethiazide,Thiazide_Diuretics
856615,bendroflumethiazide 2.5 MG / propranolol hydrochloride 80 MG Oral Capsule,SCD,Bendroflumethiazide,Thiazide_Diuretics
856616,bendroflumethiazide 5 MG / propranolol hydrochloride 160 MG Extended Release Oral Capsule,SCD,Bendroflumethiazide,Thiazide_Diuretics
315467,bendroflumethiazide 5 MG,SCDC,Bendroflumethiazide,Thiazide_Diuretics
317305,bendroflumethiazide 2.5 MG,SCDC,Bendroflumethiazide,Thiazide_Diuretics
385564,bendroflumethiazide 1.25 MG,SCDC,Bendroflumethiazide,Thiazide_Diuretics
371004,bendroflumethiazide Oral Tablet,SCDF,Bendroflumethiazide,Thiazide_Diuretics
372977,bendroflumethiazide / nadolol Oral Tablet,SCDF,Bendroflumethiazide,Thiazide_Diuretics
373655,bendroflumethiazide / propranolol Oral Capsule,SCDF,Bendroflumethiazide,Thiazide_Diuretics
373656,bendroflumethiazide / propranolol Extended Release Oral Capsule,SCDF,Bendroflumethiazide,Thiazide_Diuretics
374136,bendroflumethiazide / timolol Oral Tablet,SCDF,Bendroflumethiazide,Thiazide_Diuretics
385565,atenolol / bendroflumethiazide Oral Capsule,SCDF,Bendroflumethiazide,Thiazide_Diuretics
437828,bendroflumethiazide / potassium chloride Extended Release Oral Tablet,SCDF,Bendroflumethiazide,Thiazide_Diuretics
2645329,bendroflumethiazide / propranolol hydrochloride Oral Capsule,SCDFP,Bendroflumethiazide,Thiazide_Diuretics
2646139,bendroflumethiazide / propranolol hydrochloride Extended Release Oral Capsule,SCDFP,Bendroflumethiazide,Thiazide_Diuretics
2647928,bendroflumethiazide / Rauwolfia serpentina (USP) Oral Tablet,SCDFP,Bendroflumethiazide,Thiazide_Diuretics
2649028,bendroflumethiazide / papaverine / Rauwolfia serpentina (USP) Oral Tablet,SCDFP,Bendroflumethiazide,Thiazide_Diuretics
2649407,bendroflumethiazide / clonidine hydrochloride Oral Tablet,SCDFP,Bendroflumethiazide,Thiazide_Diuretics
1151296,bendroflumethiazide / propranolol Oral Product,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1151297,bendroflumethiazide / propranolol Pill,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1151304,bendroflumethiazide / timolol Oral Product,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1151305,bendroflumethiazide / timolol Pill,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1151306,bendroflumethiazide Oral Product,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1151307,bendroflumethiazide Pill,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1154366,atenolol / bendroflumethiazide Oral Product,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1154367,atenolol / bendroflumethiazide Pill,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1156023,bendroflumethiazide / nadolol Oral Product,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1156024,bendroflumethiazide / nadolol Pill,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1156027,bendroflumethiazide / potassium chloride Oral Product,SCDG,Bendroflumethiazide,Thiazide_Diuretics
1156028,bendroflumethiazide / potassium chloride Pill,SCDG,Bendroflumethiazide,Thiazide_Diuretics
2659722,bendroflumethiazide / clonidine hydrochloride Oral Product,SCDGP,Bendroflumethiazide,Thiazide_Diuretics
2659732,bendroflumethiazide / papaverine / Rauwolfia serpentina (USP) Oral Product,SCDGP,Bendroflumethiazide,Thiazide_Diuretics
2660536,bendroflumethiazide / propranolol hydrochloride Pill,SCDGP,Bendroflumethiazide,Thiazide_Diuretics
2660572,bendroflumethiazide / papaverine / Rauwolfia serpentina (USP) Pill,SCDGP,Bendroflumethiazide,Thiazide_Diuretics
2660667,bendroflumethiazide / propranolol hydrochloride Oral Product,SCDGP,Bendroflumethiazide,Thiazide_Diuretics
2661748,bendroflumethiazide / Rauwolfia serpentina (USP) Oral Product,SCDGP,Bendroflumethiazide,Thiazide_Diuretics
2662008,bendroflumethiazide / Rauwolfia serpentina (USP) Pill,SCDGP,Bendroflumethiazide,Thiazide_Diuretics
2663209,bendroflumethiazide / clonidine hydrochloride Pill,SCDGP,Bendroflumethiazide,Thiazide_Diuretics
5495,hydroflumethiazide,IN,Hydroflumethiazide,Thiazide_Diuretics
1008300,hydroflumethiazide / potassium / Rauwolfia preparation,MIN,Hydroflumethiazide,Thiazide_Diuretics
151194,hydroflumethiazide / spironolactone,MIN,Hydroflumethiazide,Thiazide_Diuretics
214646,hydroflumethiazide / reserpine,MIN,Hydroflumethiazide,Thiazide_Diuretics
197788,hydroflumethiazide 50 MG Oral Tablet,SCD,Hydroflumethiazide,Thiazide_Diuretics
250376,hydroflumethiazide 25 MG / spironolactone 25 MG Oral Tablet,SCD,Hydroflumethiazide,Thiazide_Diuretics
250377,hydroflumethiazide 50 MG / spironolactone 50 MG Oral Tablet,SCD,Hydroflumethiazide,Thiazide_Diuretics
316060,hydroflumethiazide 25 MG,SCDC,Hydroflumethiazide,Thiazide_Diuretics
316061,hydroflumethiazide 50 MG,SCDC,Hydroflumethiazide,Thiazide_Diuretics
370650,hydroflumethiazide Oral Tablet,SCDF,Hydroflumethiazide,Thiazide_Diuretics
373948,hydroflumethiazide / spironolactone Oral Tablet,SCDF,Hydroflumethiazide,Thiazide_Diuretics
2649149,hydroflumethiazide / potassium / Rauwolfia serpentina (USP) Oral Tablet,SCDFP,Hydroflumethiazide,Thiazide_Diuretics
1164019,hydroflumethiazide / spironolactone Oral Product,SCDG,Hydroflumethiazide,Thiazide_Diuretics
1164020,hydroflumethiazide / spironolactone Pill,SCDG,Hydroflumethiazide,Thiazide_Diuretics
1164021,hydroflumethiazide Oral Product,SCDG,Hydroflumethiazide,Thiazide_Diuretics
1164022,hydroflumethiazide Pill,SCDG,Hydroflumethiazide,Thiazide_Diuretics
2660061,hydroflumethiazide / potassium / Rauwolfia serpentina (USP) Pill,SCDGP,Hydroflumethiazide,Thiazide_Diuretics
2662319,hydroflumethiazide / potassium / Rauwolfia serpentina (USP) Oral Product,SCDGP,Hydroflumethiazide,Thiazide_Diuretics
6860,methyclothiazide,IN,Methyclothiazide,Thiazide_Diuretics
1007010,methyclothiazide / triamterene,MIN,Methyclothiazide,Thiazide_Diuretics
214472,deserpidine / methyclothiazide,MIN,Methyclothiazide,Thiazide_Diuretics
214703,methyclothiazide / reserpine,MIN,Methyclothiazide,Thiazide_Diuretics
690300,cryptenamine / methyclothiazide,MIN,Methyclothiazide,Thiazide_Diuretics
691142,methyclothiazide / pargyline,MIN,Methyclothiazide,Thiazide_Diuretics
197950,methyclothiazide 2.5 MG Oral Tablet,SCD,Methyclothiazide,Thiazide_Diuretics
197951,methyclothiazide 5 MG Oral Tablet,SCD,Methyclothiazide,Thiazide_Diuretics
197952,deserpidine 0.5 MG / methyclothiazide 5 MG Oral Tablet,SCD,Methyclothiazide,Thiazide_Diuretics
197953,deserpidine 0.25 MG / methyclothiazide 5 MG Oral Tablet,SCD,Methyclothiazide,Thiazide_Diuretics
197954,methyclothiazide 2.5 MG / reserpine 0.1 MG Oral Tablet,SCD,Methyclothiazide,Thiazide_Diuretics
316280,methyclothiazide 2.5 MG,SCDC,Methyclothiazide,Thiazide_Diuretics
316281,methyclothiazide 5 MG,SCDC,Methyclothiazide,Thiazide_Diuretics
371706,deserpidine / methyclothiazide Oral Tablet,SCDF,Methyclothiazide,Thiazide_Diuretics
372847,methyclothiazide Oral Tablet,SCDF,Methyclothiazide,Thiazide_Diuretics
373764,methyclothiazide / reserpine Oral Tablet,SCDF,Methyclothiazide,Thiazide_Diuretics
1157747,deserpidine / methyclothiazide Oral Product,SCDG,Methyclothiazide,Thiazide_Diuretics
1157748,deserpidine / methyclothiazide Pill,SCDG,Methyclothiazide,Thiazide_Diuretics
1162865,methyclothiazide / reserpine Oral Product,SCDG,Methyclothiazide,Thiazide_Diuretics
1162866,methyclothiazide / reserpine Pill,SCDG,Methyclothiazide,Thiazide_Diuretics
1162869,methyclothiazide Oral Product,SCDG,Methyclothiazide,Thiazide_Diuretics
1162870,methyclothiazide Pill,SCDG,Methyclothiazide,Thiazide_Diuretics
8565,polythiazide,IN,Polythiazide,Thiazide_Diuretics
214787,polythiazide / prazosin,MIN,Polythiazide,Thiazide_Diuretics
214788,polythiazide / reserpine,MIN,Polythiazide,Thiazide_Diuretics
198110,polythiazide 1 MG Oral Tablet,SCD,Polythiazide,Thiazide_Diuretics
198111,polythiazide 2 MG Oral Tablet,SCD,Polythiazide,Thiazide_Diuretics
198112,polythiazide 4 MG Oral Tablet,SCD,Polythiazide,Thiazide_Diuretics
312481,polythiazide 0.5 MG / prazosin 1 MG Oral Capsule,SCD,Polythiazide,Thiazide_Diuretics
312482,polythiazide 0.5 MG / prazosin 2 MG Oral Capsule,SCD,Polythiazide,Thiazide_Diuretics
312483,polythiazide 0.5 MG / prazosin 5 MG Oral Capsule,SCD,Polythiazide,Thiazide_Diuretics
316527,polythiazide 0.5 MG,SCDC,Polythiazide,Thiazide_Diuretics
316528,polythiazide 1 MG,SCDC,Polythiazide,Thiazide_Diuretics
316529,polythiazide 2 MG,SCDC,Polythiazide,Thiazide_Diuretics
316530,polythiazide 4 MG,SCDC,Polythiazide,Thiazide_Diuretics
373514,polythiazide Oral Tablet,SCDF,Polythiazide,Thiazide_Diuretics
373564,polythiazide / prazosin Oral Capsule,SCDF,Polythiazide,Thiazide_Diuretics
1160457,polythiazide / prazosin Oral Product,SCDG,Polythiazide,Thiazide_Diuretics
1160458,polythiazide / prazosin Pill,SCDG,Polythiazide,Thiazide_Diuretics
1160461,polythiazide Oral Product,SCDG,Polythiazide,Thiazide_Diuretics
1160462,polythiazide Pill,SCDG,Polythiazide,Thiazide_Diuretics
10772,trichlormethiazide,IN,Trichlormethiazide,Thiazide_Diuretics
1008209,amiloride / trichlormethiazide,MIN,Trichlormethiazide,Thiazide_Diuretics
214813,reserpine / trichlormethiazide,MIN,Trichlormethiazide,Thiazide_Diuretics
198319,trichlormethiazide 4 MG Oral Tablet,SCD,Trichlormethiazide,Thiazide_Diuretics
316859,trichlormethiazide 4 MG,SCDC,Trichlormethiazide,Thiazide_Diuretics
374199,trichlormethiazide Oral Tablet,SCDF,Trichlormethiazide,Thiazide_Diuretics
1158238,trichlormethiazide Oral Product,SCDG,Trichlormethiazide,Thiazide_Diuretics
1158239,trichlormethiazide Pill,SCDG,Trichlormethiazide,Thiazide_Diuretics
3000,cyclopenthiazide,IN,Cyclopenthiazide,Thiazide_Diuretics
151221,cyclopenthiazide / oxprenolol,MIN,Cyclopenthiazide,Thiazide_Diuretics
608649,amiloride / cyclopenthiazide,MIN,Cyclopenthiazide,Thiazide_Diuretics
199718,cyclopenthiazide 0.5 MG Oral Tablet,SCD,Cyclopenthiazide,Thiazide_Diuretics
250553,cyclopenthiazide 0.25 MG / oxprenolol 160 MG Extended Release Oral Tablet,SCD,Cyclopenthiazide,Thiazide_Diuretics
977907,amiloride hydrochloride 2.5 MG / cyclopenthiazide 0.25 MG Oral Tablet,SCD,Cyclopenthiazide,Thiazide_Diuretics
331036,cyclopenthiazide 0.25 MG,SCDC,Cyclopenthiazide,Thiazide_Diuretics
331771,cyclopenthiazide 0.5 MG,SCDC,Cyclopenthiazide,Thiazide_Diuretics
370851,amiloride / cyclopenthiazide Oral Tablet,SCDF,Cyclopenthiazide,Thiazide_Diuretics
371662,cyclopenthiazide Oral Tablet,SCDF,Cyclopenthiazide,Thiazide_Diuretics
373186,cyclopenthiazide / oxprenolol Extended Release Oral Tablet,SCDF,Cyclopenthiazide,Thiazide_Diuretics
2649280,amiloride hydrochloride / cyclopenthiazide Oral Tablet,SCDFP,Cyclopenthiazide,Thiazide_Diuretics
1151596,amiloride / cyclopenthiazide Oral Product,SCDG,Cyclopenthiazide,Thiazide_Diuretics
1151597,amiloride / cyclopenthiazide Pill,SCDG,Cyclopenthiazide,Thiazide_Diuretics
1156174,cyclopenthiazide / oxprenolol Oral Product,SCDG,Cyclopenthiazide,Thiazide_Diuretics
1156175,cyclopenthiazide / oxprenolol Pill,SCDG,Cyclopenthiazide,Thiazide_Diuretics
1156176,cyclopenthiazide Oral Product,SCDG,Cyclopenthiazide,Thiazide_Diuretics
1156177,cyclopenthiazide Pill,SCDG,Cyclopenthiazide,Thiazide_Diuretics
2660145,amiloride hydrochloride / cyclopenthiazide Pill,SCDGP,Cyclopenthiazide,Thiazide_Diuretics
2660448,amiloride hydrochloride / cyclopenthiazide Oral Product,SCDGP,Cyclopenthiazide,Thiazide_Diuretics
22033,cyclothiazide,IN,Cyclothiazide,Thiazide_Diuretics
1007236,cyclothiazide / triamterene,MIN,Cyclothiazide,Thiazide_Diuretics
1008216,clonidine / cyclothiazide,MIN,Cyclothiazide,Thiazide_Diuretics
2647734,clonidine hydrochloride / cyclothiazide Oral Tablet,SCDFP,Cyclothiazide,Thiazide_Diuretics
2660423,clonidine hydrochloride / cyclothiazide Oral Product,SCDGP,Cyclothiazide,Thiazide_Diuretics
2661633,clonidine hydrochloride / cyclothiazide Pill,SCDGP,Cyclothiazide,Thiazide_Diuretics
216677,Diuril,BN,chlorothiazide,Thiazide_Diuretics
316969,Oral Suspension,DF,chlorothiazide,Thiazide_Diuretics
2396,chlorothiazide,IN,chlorothiazide,Thiazide_Diuretics
214382,chlorothiazide / methyldopa,MIN,chlorothiazide,Thiazide_Diuretics
214383,chlorothiazide / reserpine,MIN,chlorothiazide,Thiazide_Diuretics
91217,chlorothiazide sodium,PIN,chlorothiazide,Thiazide_Diuretics
213439,chlorothiazide 50 MG/ML Oral Suspension [Diuril],SBD,chlorothiazide,Thiazide_Diuretics
996476,chlorothiazide 500 MG Injection [Diuril],SBD,chlorothiazide,Thiazide_Diuretics
