"rxnorm_cui","raw_rx_med_name"
1362831,"HEPARIN (PORCINE) IN NS 20,000 UNIT/500 ML IV INFUSION|HEPARIN (PORCINE) 10,000 UNIT/ML IJ SOLN"
858609,"NICARDIPINE IV DRIP (STD CONC)|NICARDIPINE 25 MG/10 ML IV SOLN"
208104,"TRANEXAMIC ACID 1G/60ML NS IVPB (VIAL2BAG)|TRANEXAMIC ACID 1,000 MG/10 ML (100 MG/ML) IV SOLN"
313002,"TRANEXAMIC ACID 1G/60ML NS IVPB (VIAL2BAG)|SODIUM CHLORIDE 0.9 % IV SOLP"
313002,"NICARDIPINE IV DRIP (STD CONC)|SODIUM CHLORIDE 0.9 % IV SOLP"
108513,"IMS MIXTURE TEMPLATE|TACROLIMUS 1 MG PO CAP"
261134,"IMS MIXTURE TEMPLATE|TACROLIMUS 0.5 MG PO CAP"
854907,"BISOPROLOL-HYDROCHLOROTHIAZIDE 2.5/6.25 MG TAB|BISOPROLOL FUMARATE 5 MG PO TAB"
1361226,"HEPARIN (PORCINE) BOLUS FOR CONTINUOUS INFUSION (VIAL) - APTT MAIN|HEPARIN (PORCINE) 1,000 UNIT/ML IJ SOLN"
313002,"KETAMINE IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
616449,"IMS MIXTURE TEMPLATE|MYCOPHENOLATE SODIUM 360 MG PO TBEC"
206967,"KETAMINE IVPB|KETAMINE 10 MG/ML IJ SOLN"
313002,"ALTEPLASE INFUSION (CATH CLEARANCE) 10MG/100ML|SODIUM CHLORIDE 0.9 % IV SOLP"
429503,"BISOPROLOL-HYDROCHLOROTHIAZIDE 2.5/6.25 MG TAB|HYDROCHLOROTHIAZIDE 12.5 MG PO TAB"
616450,"IMS MIXTURE TEMPLATE|MYCOPHENOLATE SODIUM 180 MG PO TBEC"
204210,"ALTEPLASE INFUSION (CATH CLEARANCE) 10MG/100ML|ALTEPLASE 2 MG IK SOLR"
1734356,"ROPIVACAINE 0.5% 20 ML/METHYLPREDNISOLONE 40 MG SYRINGE (OR)|ROPIVACAINE (PF) 2 MG/ML (0.2 %) IJ SOLN"
1358612,"ROPIVACAINE 0.5% 20 ML/METHYLPREDNISOLONE 40 MG SYRINGE (OR)|METHYLPREDNISOLONE ACETATE 40 MG/ML IJ SUSP"
429503,"VALSARTAN-HYDROCHLOROTHIAZIDE 320-12.5 MG TAB|HYDROCHLOROTHIAZIDE 12.5 MG PO TAB"
352001,"VALSARTAN-HYDROCHLOROTHIAZIDE 320-12.5 MG TAB|VALSARTAN 320 MG PO TAB"
313002,"VANCOMYCIN 1GM NS 500ML IRR BAG (OR)(OSM)|SODIUM CHLORIDE 0.9 % IV SOLP"
313572,"VANCOMYCIN 1GM NS 500ML IRR BAG (OR)(OSM)|VANCOMYCIN 1,000 MG IV SOLR"
1665095,"CEFEPIME IVPB|CEFEPIME 1 GRAM IJ SOLR"
313002,"MEROPENEM 1G/100ML NS IVPB (MB+)|SODIUM CHLORIDE 0.9 % IV PGBK (MB+)"
1722941,"MEROPENEM 1G/100ML NS IVPB (MB+)|MEROPENEM 1 GRAM IV SOLR"
309778,"CEFEPIME IVPB|DEXTROSE 5% IN WATER IV SOLP"
205871,"EPINEPHRINE 0.5 MG NS 1000ML IRR(OR)|EPINEPHRINE HCL (PF) 1 MG/ML (1 ML) IJ SOLN"
309778,"VANCOMYCIN (15-40KG) 250ML IVPB|DEXTROSE 5% IN WATER IV SOLP"
313002,"EPINEPHRINE 0.5 MG NS 1000ML IRR(OR)|SODIUM CHLORIDE 0.9 % IV SOLP"
313572,"VANCOMYCIN (15-40KG) 250ML IVPB|VANCOMYCIN 5 GRAM IV SOLR"
856379,"IMS MIXTURE TEMPLATE|TRAZODONE 50 MG PO TAB"
856375,"IMS MIXTURE TEMPLATE|TRAZODONE 100 MG PO TAB"
313002,"AMPICILLIN 2G/100ML NS IVPB (MB+)|SODIUM CHLORIDE 0.9 % IV PGBK (MB+)"
208947,"HUGGINS BLADDER IRRIGATION|HYDROCORTISONE SOD SUCC (PF) 100 MG/2 ML IJ SOLR"
313002,"VASOPRESSIN 20 UNITS IN 100ML IV INFUSION|SODIUM CHLORIDE 0.9 % IV SOLP"
1362831,"HUGGINS BLADDER IRRIGATION|HEPARIN (PORCINE) 10,000 UNIT/ML IJ SOLN"
313002,"HUGGINS BLADDER IRRIGATION|SODIUM CHLORIDE 0.9 % IJ SOLN"
1013096,"HUGGINS BLADDER IRRIGATION|LIDOCAINE HCL 20 MG/ML (2 %) IJ SOLN"
1868486,"HUGGINS BLADDER IRRIGATION|SODIUM BICARBONATE 1 MEQ/ML (8.4 %) IV SOLN"
1659600,"AMPICILLIN/SULBACTAM 3G NS IVPB (NON-STD)|AMPICILLIN-SULBACTAM 3 GRAM IJ SOLR"
313002,"AMPICILLIN/SULBACTAM 3G NS IVPB (NON-STD)|SODIUM CHLORIDE 0.9 % IV SOLP"
1722941,"MEROPENEM 1G/100ML NS IVPB (MB+)(EXTENDED INFUSION)|MEROPENEM 1 GRAM IV SOLR"
1044196,"AMPICILLIN 2G/100ML NS IVPB (MB+)|AMPICILLIN SODIUM 2 GRAM IJ SOLR"
313002,"MEROPENEM 1G/100ML NS IVPB (MB+)(EXTENDED INFUSION)|SODIUM CHLORIDE 0.9 % IV PGBK (MB+)"
205871,"LIDOCAINE/BUPIVACAINE/EPINEPHRINE SYR (KRIET) (OR)|EPINEPHRINE HCL (PF) 1 MG/ML (1 ML) IJ SOLN"
108776,"LIDOCAINE/BUPIVACAINE/EPINEPHRINE SYR (KRIET) (OR)|BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) IJ SOLN"
1013042,"LIDOCAINE/BUPIVACAINE/EPINEPHRINE SYR (KRIET) (OR)|LIDOCAINE (PF) 10 MG/ML (1 %) IJ SOLN"
855330,"IMS MIXTURE TEMPLATE|WARFARIN 4 MG PO TAB"
855322,"IMS MIXTURE TEMPLATE|WARFARIN 3 MG PO TAB"
886668,"IMS MIXTURE TEMPLATE|FLECAINIDE 100 MG PO TAB"
886664,"IMS MIXTURE TEMPLATE|FLECAINIDE 50 MG PO TAB"
855342,"IMS MIXTURE TEMPLATE|WARFARIN 6 MG PO TAB"
313920,"CEFAZOLIN 200 MG/ML SYRINGE|CEFAZOLIN 10 GRAM IJ SOLR"
2003796,"IMS MIXTURE TEMPLATE|LAMOTRIGINE 100 MG PO TAB"
2001508,"IMS MIXTURE TEMPLATE|LAMOTRIGINE 25 MG PO TAB"
205770,"IMS MIXTURE TEMPLATE|CIPROFLOXACIN HCL 500 MG PO TAB"
205769,"IMS MIXTURE TEMPLATE|CIPROFLOXACIN HCL 250 MG PO TAB"
313002,"VANCOMYCIN  500 MG IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
313572,"VANCOMYCIN  500 MG IVPB|VANCOMYCIN 5 GRAM IV SOLR"
309778,"POTASSIUM PHOSPHATE 500 ML IVPB|DEXTROSE 5% IN WATER IV SOLP"
207193,"METHYLPREDNISOLONE 500 MG IVPB|METHYLPREDNISOLONE SODIUM SUCC 1,000 MG IV SOLR"
313002,"METHYLPREDNISOLONE 500 MG IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
1010763,"LIDOCAINE 2% WITH EPI (1:100,000) 5ML/BUPIVACAINE 0.5% SYR (O)|LIDOCAINE-EPINEPHRINE 2 %-1:100,000 IJ SOLN"
108777,"LIDOCAINE 2% WITH EPI (1:100,000) 5ML/BUPIVACAINE 0.5% SYR (O)|BUPIVACAINE (PF) 0.5 % (5 MG/ML) IJ SOLN"
206997,"IMS MIXTURE TEMPLATE|PREDNISONE 20 MG PO TAB"
1010740,"RXAMB LIDO/ANTACID/APAP 1:3:1 SUSP (MIXTURE COMPOUND)|LIDOCAINE HCL 2 % MM SOLN"
210024,"RXAMB LIDO/ANTACID/APAP 1:3:1 SUSP (MIXTURE COMPOUND)|ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP"
1113675,"RXAMB LIDO/ANTACID/APAP 1:3:1 SUSP (MIXTURE COMPOUND)|ACETAMINOPHEN 160 MG/5 ML PO LIQD"
800588,"ADULT PN CYCLIC-ION BASED|CLINISOL SF 15 % 15 % IV SOLP"
313016,"ADULT PN CYCLIC-ION BASED|SODIUM CHLORIDE 4 MEQ/ML IV SOLP"
237371,"ADULT PN CYCLIC-ION BASED|SODIUM ACETATE 2 MEQ/ML IV SOLN"
1928570,"ADULT PN CYCLIC-ION BASED|POTASSIUM PHOSPHATE M-/D-BASIC 3 MMOL/ML IV SOLN"
1928570,"ADULT PN CONTINUOUS-ION BASED|POTASSIUM PHOSPHATE M-/D-BASIC 3 MMOL/ML IV SOLN"
1658236,"ADULT PN CYCLIC-ION BASED|MAGNESIUM SULFATE 4 MEQ/ML (50 %) IJ SOLN"
150974,"ADULT PN CONTINUOUS-ION BASED|INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN"
108777,"HYDROMORPHONE/BUPIVACAINE PCA EPIDURAL INFUSION SYR (NON-STD)(COPY)|BUPIVACAINE (PF) 0.5 % (5 MG/ML) IJ SOLN"
313002,"HYDROMORPHONE/BUPIVACAINE PCA EPIDURAL INFUSION SYR (NON-STD)(COPY)|SODIUM CHLORIDE 0.9 % IV SOLP"
897655,"HYDROMORPHONE/BUPIVACAINE PCA EPIDURAL INFUSION SYR (NON-STD)(COPY)|HYDROMORPHONE (PF) 1 MG/ML IJ SOLN"
237656,"ADULT PN CYCLIC-ION BASED|DEXTROSE 70 % IN WATER (D70W) IV SOLP"
237381,"ADULT PN CONTINUOUS-ION BASED|POTASSIUM ACETATE 2 MEQ/ML IV SOLN"
313002,"AMPICILLIN IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
2568575,"ADULT PN CYCLIC-ION BASED|TRACE ELEMENTS ZN-CU-MN-SE 3 MG-0.3 MG-55 MCG-60 MCG/ML IV SOLN"
1304564,"ADULT PN CYCLIC-ION BASED|MVI, ADULT NO.4 WITH VIT K 3,300 UNIT- 150 MCG/10 ML IV SOLN"
150995,"ADULT PN CYCLIC-ION BASED|POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN"
150995,"LR WITH POTASSIUM CHLORIDE IV INFUSION|POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN"
1044196,"AMPICILLIN IVPB|AMPICILLIN SODIUM 1 GRAM IJ SOLR"
204401,"ADULT PN CONTINUOUS-ION BASED|CHROMIUM CHLORIDE 4 MCG/ML IV SOLN"
847630,"LR WITH POTASSIUM CHLORIDE IV INFUSION|LACTATED RINGERS IV SOLP"
237508,"ADULT PN CONTINUOUS-ION BASED|ZINC CHLORIDE 1 MG/ML IV SOLN"
313002,"LEVETIRACETAM 150ML IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
313002,"VALPROIC ACID IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
647123,"LEVETIRACETAM 150ML IVPB|LEVETIRACETAM 500 MG/5 ML IV SOLN"
1099871,"IMS MIXTURE TEMPLATE|DIVALPROEX 500 MG PO TBEC"
1099650,"VALPROIC ACID IVPB|VALPROATE SODIUM 500 MG/5 ML (100 MG/ML) IV SOLN"
1099679,"IMS MIXTURE TEMPLATE|DIVALPROEX 250 MG PO TBEC"
313002,"CALCIUM CHLORIDE 1G IN 0.9% SODIUM CHLORIDE IVPB (MB+)|SODIUM CHLORIDE 0.9 % IV PGBK (MB+)"
828525,"CALCIUM CHLORIDE 1G IN 0.9% SODIUM CHLORIDE IVPB (MB+)|CALCIUM CHLORIDE 100 MG/ML (10 %) IV SOLN"
309778,"DILTIAZEM 125MG/125ML NS IV DRIP|DEXTROSE 5% IN WATER IV SOLP"
108776,"BUPIVACAINE 0.25% PNC INFUSION (ON-Q)|BUPIVACAINE HCL 0.25 % (2.5 MG/ML) IJ SOLN"
208104,"IV PB BUILDER|TRANEXAMIC ACID 1,000 MG/10 ML (100 MG/ML) IV SOLN"
313002,"IV PB BUILDER|SODIUM CHLORIDE 0.9 % IV SOLP"
313002,"ERTAPENEM 1G/100ML NS IVPB (VIAL2BAG)|SODIUM CHLORIDE 0.9 % IV PGBK (MB+)"
607026,"IMS MIXTURE TEMPLATE|PREGABALIN 25 MG PO CAP"
607038,"IMS MIXTURE TEMPLATE|PREGABALIN 75 MG PO CAP"
1256,"IMS MIXTURE TEMPLATE|AZATHIOPRINE TAB 25MG(.5X50MG)"
105611,"IMS MIXTURE TEMPLATE|AZATHIOPRINE 50 MG PO TAB"
729929,"IMS MIXTURE TEMPLATE|VENLAFAXINE 75 MG PO CP24"
729932,"IMS MIXTURE TEMPLATE|VENLAFAXINE 37.5 MG PO CP24"
1722941,"MEROPENEM 2G/140ML NS IVPB (EXTENDED INFUSION)|MEROPENEM 1 GRAM IV SOLR"
313002,"MEROPENEM 2G/140ML NS IVPB (EXTENDED INFUSION)|SODIUM CHLORIDE 0.9 % IV SOLP"
1999012,"ANGIOTENSIN II IV DRIP (STD CONC)|ANGIOTENSIN II 2.5 MG/ML IV SOLN"
1300810,"HIB CONJ VACC (ACTHIB) DUAL COMPONENT INJ|HIB CONJ VACC (ACTHIB), (PF) 10MCG /0.5 ML IM SOLR"
352220,"VORICONAZOLE 100 ML IVPB|VORICONAZOLE 200 MG IV SOLR"
150974,"ADULT PN CYCLIC-ION BASED|INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN"
313002,"AMPICILLIN IVPB CI|SODIUM CHLORIDE 0.9 % IV SOLP"
313002,"VORICONAZOLE 100 ML IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
313002,"VORICONAZOLE 250 ML IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
1872443,"ADULT PN CYCLIC-ION BASED|SODIUM PHOSPHATE 3 MMOL/ML IV SOLN"
1868486,"SODIUM BICARBONATE 1MEQ/ML INFUSION|SODIUM BICARBONATE 1 MEQ/ML (8.4 %) IV SOLN"
2002739,"ADULT PN CONTINUOUS-ION BASED|ASCORBIC ACID (VITAMIN C) 500 MG/ML IV SOLN"
1928570,"POTASSIUM PHOSPHATE IVPB-CENTRAL|POTASSIUM PHOSPHATE M-/D-BASIC 3 MMOL/ML IV SOLN"
352220,"VORICONAZOLE 250 ML IVPB|VORICONAZOLE 200 MG IV SOLR"
313002,"ANGIOTENSIN II IV DRIP (STD CONC)|SODIUM CHLORIDE 0.9 % IV SOLP"
237381,"ADULT PN CYCLIC-ION BASED|POTASSIUM ACETATE 2 MEQ/ML IV SOLN"
1721314,"FLUCONAZOLE IVPB|FLUCONAZOLE IN NACL (ISO-OSM) 400 MG/200 ML IV PGBK"
311670,"METOCLOPRAMIDE IVPB|METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN"
309778,"METOCLOPRAMIDE IVPB|DEXTROSE 5% IN WATER IV SOLP"
309778,"POTASSIUM PHOSPHATE IVPB-CENTRAL|DEXTROSE 5% IN WATER IV SOLP"
1044196,"AMPICILLIN IVPB CI|AMPICILLIN SODIUM 1 GRAM IJ SOLR"
757667,"THROMBIN 5000 UNITS NS 20 ML (OR)|THROMBIN (BOVINE) 5,000 UNIT TP SOLR"
313002,"THROMBIN 5000 UNITS NS 20 ML (OR)|SODIUM CHLORIDE 0.9 % IJ SOLN"
966296,"IMS MIXTURE TEMPLATE|LEVOTHYROXINE 150 MCG PO TAB"
351926,"INSULIN PUMP - ASPART|INSULIN ASPART U-100 100 UNIT/ML SC SOLN"
1654037,"ADENOSINE IVPB|ADENOSINE (DIAGNOSTIC) 3 MG/ML IV SOLN"
313002,"ADENOSINE IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
313002,"PHENYLEPHRINE 160 MCG/ML IN NS IV DRIP (QUAD CONC)|SODIUM CHLORIDE 0.9 % IV SOLP"
1542385,"PHENYLEPHRINE 160 MCG/ML IN NS IV DRIP (QUAD CONC LARGE)|PHENYLEPHRINE HCL 10 MG/ML IJ SOLN"
1542385,"PHENYLEPHRINE 160 MCG/ML IN NS IV DRIP (QUAD CONC)|PHENYLEPHRINE HCL 10 MG/ML IJ SOLN"
313002,"PHENYLEPHRINE 160 MCG/ML IN NS IV DRIP (QUAD CONC LARGE)|SODIUM CHLORIDE 0.9 % IV SOLP"
201381,"IMS MIXTURE TEMPLATE|LISINOPRIL 10 MG PO TAB"
208954,"ZZ-POTASSIUM CHL SR TAB-MG/AL HYD 30ML|POTASSIUM CHLORIDE 20 MEQ PO TBTQ"
313002,"ORTHO IRRIGATION BOTTLE|SODIUM CHLORIDE 0.9 % IV SOLP"
1040016,"CEFTAROLINE 600MG IVPB|CEFTAROLINE 600 MG IV SOLR"
209704,"BACITRACIN-POLYMYXIN-NEOMYCIN/POLYMYXIN GU 1L NS BOTTLEI|BACITRACIN 50,000 UNIT IM SOLR"
201382,"IMS MIXTURE TEMPLATE|LISINOPRIL 20 MG PO TAB"
313002,"CEFTAROLINE 600MG IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
1659139,"PIPERACILLIN-TAZOBACTAM IVPB|PIPERACILLIN-TAZOBACTAM 3.375 GRAM IV SOLR"
309778,"PIPERACILLIN-TAZOBACTAM IVPB|DEXTROSE 5% IN WATER IV SOLP"
541879,"IMS MIXTURE TEMPLATE|DEXTROAMPHETAMINE-AMPHETAMINE 5 MG PO TAB"
313002,"VANCOMYCIN 2,500 MG IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
541894,"IMS MIXTURE TEMPLATE|DEXTROAMPHETAMINE-AMPHETAMINE 10 MG PO TAB"
35780,"EPINEPHRINE-ROPIVACAINE IRRIGATION BAG|ROPIVACAINE 5 MG/ML IJ SOLN"
313002,"EPINEPHRINE-ROPIVACAINE IRRIGATION BAG|SODIUM CHLORIDE 0.9 % IV SOLP"
205871,"EPINEPHRINE-ROPIVACAINE IRRIGATION BAG|EPINEPHRINE 1 MG/ML IJ SOLN"
313572,"VANCOMYCIN 2,500 MG IVPB|VANCOMYCIN 5 GRAM IV SOLR"
313324,"THIAMINE 100MG IVPB|THIAMINE HCL (VITAMIN B1) 100 MG/ML IJ SOLN"
209006,"IMS MIXTURE TEMPLATE|CALCITRIOL 0.25 MCG PO CAP"
313002,"THIAMINE/FOLIC ACID IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
209007,"IMS MIXTURE TEMPLATE|CALCITRIOL 0.5 MCG PO CAP"
313002,"THIAMINE 100MG IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
313324,"THIAMINE/FOLIC ACID IVPB|THIAMINE HCL (VITAMIN B1) 100 MG/ML IJ SOLN"
237786,"THIAMINE/FOLIC ACID IVPB|FOLIC ACID 5 MG/ML IJ SOLN"
313572,"VANCOMYCIN 1G/250ML NS IVPB (VIAL2BAG)|VANCOMYCIN 1,000 MG IV SOLR"
313002,"VANCOMYCIN 1G/250ML NS IVPB (VIAL2BAG)|SODIUM CHLORIDE 0.9 % IV SOLP"
150654,"POLYMYXIN B 1,500,000 UNITS 3L NS IRR BAG|POLYMYXIN B SULFATE 500,000 UNIT IJ SOLR"
313002,"ACETAZOLAMIDE IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
307702,"ACETAZOLAMIDE IVPB|ACETAZOLAMIDE SODIUM 500 MG IJ SOLR"
855306,"IMS MIXTURE TEMPLATE|WARFARIN 2 MG PO TAB"
208161,"IMS MIXTURE TEMPLATE|SERTRALINE 50 MG PO TAB"
212233,"IMS MIXTURE TEMPLATE|SERTRALINE 25 MG PO TAB"
1741268,"IRON SUCROSE 500 MG IVPB|IRON SUCROSE 100 MG IRON/5 ML IV SOLN"
1310578,"RXAMB CANNABIDIOL (CBD) 10 MG/ML SUBLINGUAL SOLUTION (COMPOUND)|MEDIUM CHAIN TRIGLYCERIDES 7.7 KCAL/ML PO OIL"
313002,"HEPARIN 4000UNITS NS 250ML IRR (OR)|SODIUM CHLORIDE 0.9 % IV SOLP"
1361226,"HEPARIN 4000UNITS NS 250ML IRR (OR)|HEPARIN (PORCINE) 1,000 UNIT/ML IJ SOLN"
313002,"ERTAPENEM IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
1734686,"ERTAPENEM IVPB|ERTAPENEM 1 GRAM IJ SOLR"
858609,"NICARDIPINE 0.4 MG/ML IN NS IV DRIP (MAX CONC SMALL)|NICARDIPINE 25 MG/10 ML IV SOLN"
313002,"NICARDIPINE 0.4 MG/ML IN NS IV DRIP (MAX CONC SMALL)|SODIUM CHLORIDE 0.9 % IV SOLP"
313002,"INSULIN 150UNITS NS 150ML|SODIUM CHLORIDE 0.9 % IV SOLP"
1658236,"MAGNESIUM SULFATE 4GM/50ML IVPB|MAGNESIUM SULFATE 4 MEQ/ML (50 %) IJ SOLN"
309778,"MAGNESIUM SULFATE 4GM/50ML IVPB|DEXTROSE 5% IN WATER IV SOLP"
150974,"INSULIN 150UNITS NS 150ML|INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN"
150995,"SODIUM CHLORIDE 0.45% WITH POTASSIUM CHLORIDE IV INFUSION|POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN"
1807551,"SODIUM CHLORIDE 0.45% WITH POTASSIUM CHLORIDE IV INFUSION|SODIUM CHLORIDE 0.45 % IV SOLP"
311683,"METRONIDAZOLE 1000MG IVPB|METRONIDAZOLE IN NACL (ISO-OS) 500 MG/100 ML IV PGBK"
211395,"AMINOCAPROIC ACID 12.5GM INFUSION|AMINOCAPROIC ACID 250 MG/ML IV SOLN"
309778,"NITROPRUSSIDE 50MG IN D5W 250ML IV DRIP (STD CONC)|DEXTROSE 5% IN WATER IV SOLP"
1664984,"AZTREONAM IVPB|AZTREONAM 1 GRAM IJ SOLR"
313002,"AMINOCAPROIC ACID 12.5GM INFUSION|SODIUM CHLORIDE 0.9 % IV SOLP"
313002,"PHENYLEPHRINE 10 MG IN NS IRR (OR)|SODIUM CHLORIDE 0.9 % IV SOLP"
801112,"HEPARIN 10000UNITS PLASMALYTE-A 500ML IRR(OR)|ELECTROLYTE-A IV SOLP"
309778,"AZTREONAM IVPB|DEXTROSE 5% IN WATER IV SOLP"
313572,"VANCOMYCIN 1,250 MG IVPB|VANCOMYCIN 1,000 MG IV SOLR"
207678,"NITROPRUSSIDE 50MG IN D5W 250ML IV DRIP (STD CONC)|SODIUM NITROPRUSSIDE 25 MG/ML IV SOLN"
1542385,"PHENYLEPHRINE 10 MG IN NS IRR (OR)|PHENYLEPHRINE HCL 10 MG/ML IJ SOLN"
899350,"MESNA IVPB|MESNA 100 MG/ML IV SOLN"
35780,"IRRIGATION BUILDER|ROPIVACAINE 5 MG/ML IJ SOLN"
35780,"ROPIVACAINE/EPINEPHRINE IRR (OR)|ROPIVACAINE 5 MG/ML IJ SOLN"
313002,"ROPIVACAINE/EPINEPHRINE IRR (OR)|SODIUM CHLORIDE 0.9 % IV SOLP"
631504,"IRRIGATION BUILDER|SODIUM CHLORIDE 0.9 % IR SOLN"
205871,"IRRIGATION BUILDER|EPINEPHRINE 1 MG/ML IJ SOLN"
313002,"MESNA IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
828541,"CASPOFUNGIN IVPB MAINT|CASPOFUNGIN 70 MG IV SOLR"
313002,"CASPOFUNGIN IVPB MAINT|SODIUM CHLORIDE 0.9 % IV SOLP"
1734919,"CYCLOPHOSPHAMIDE IVPB|CYCLOPHOSPHAMIDE 1 GRAM IV SOLR"
205871,"ROPIVACAINE/EPINEPHRINE IRR (OR)|EPINEPHRINE 1 MG/ML IJ SOLN"
1863347,"VINCRISTINE IVPB|VINCRISTINE 1 MG/ML IV SOLN"
1655960,"METHOTREXATE IT SYR|METHOTREXATE SODIUM (PF) 25 MG/ML IJ SOLN"
313002,"FENTANYL 10MCG/ML IN NS IV DRIP (STD CONC LARGE)|SODIUM CHLORIDE 0.9 % IV SOLP"
1735058,"FENTANYL 10MCG/ML IN NS IV DRIP (STD CONC LARGE)|FENTANYL CITRATE (PF) 50 MCG/ML IJ SOLN"
313002,"METHYLPREDNISOLONE  IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
207193,"METHYLPREDNISOLONE  IVPB|METHYLPREDNISOLONE SODIUM SUCC 1,000 MG IV SOLR"
210024,"POTASSIUM CHL LIQ-MG/AL HYD 30ML|ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP"
208958,"POTASSIUM CHL LIQ-MG/AL HYD 30ML|POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD"
243463,"POTASSIUM CHL LIQ-MG/AL HYD 30ML|ALUMINUM-MAGNESIUM HYDROXIDE 200-200 MG/5 ML PO SUSP"
313002,"METHOTREXATE IT SYR|SODIUM CHLORIDE 0.9 % IJ SOLN"
1868486,"SODIUM CHLORIDE 0.45% WITH SODIUM BICARB 100MEQ IV INFUSION|SODIUM BICARBONATE 1 MEQ/ML (8.4 %) IV SOLN"
1868486,"SODIUM CHLORIDE 0.45% WITH SODIUM BICARB 50MEQ IV INFUSION|SODIUM BICARBONATE 1 MEQ/ML (8.4 %) IV SOLN"
1946772,"METHOTREXATE (PF) IVPB|METHOTREXATE SODIUM 25 MG/ML IJ SOLN"
309778,"ONDANSETRON IVPB|DEXTROSE 5% IN WATER IV SOLP"
313002,"CYTARABINE IVPB (MG/M2)(C100)|SODIUM CHLORIDE 0.9 % IV SOLP"
313002,"METHOTREXATE (PF) IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
249364,"CYTARABINE IVPB (MG/M2)(C100)|CYTARABINE (PF) 2 GRAM/20 ML (100 MG/ML) IJ SOLN"
1807551,"SODIUM CHLORIDE 0.45% WITH SODIUM BICARB 50MEQ IV INFUSION|SODIUM CHLORIDE 0.45 % IV SOLP"
1807551,"SODIUM CHLORIDE 0.45% WITH SODIUM BICARB 100MEQ IV INFUSION|SODIUM CHLORIDE 0.45 % IV SOLP"
311282,"LEUCOVORIN IVPB|LEUCOVORIN CALCIUM 50 MG IJ SOLR"
104897,"ONDANSETRON IVPB|ONDANSETRON HCL 2 MG/ML IV SOLN"
313002,"HEPARIN 5,000 UNITS IN NS 500 ML IRR SOLN (OR)|SODIUM CHLORIDE 0.9 % IV SOLP"
1361226,"HEPARIN 5,000 UNITS IN NS 500 ML IRR SOLN (OR)|HEPARIN (PORCINE) 1,000 UNIT/ML IJ SOLN"
213721,"ACYCLOVIR IVPB (NON-STD)|ACYCLOVIR SODIUM 50 MG/ML IV SOLN"
313002,"ACYCLOVIR IVPB (NON-STD)|SODIUM CHLORIDE 0.9 % IV SOLP"
309778,"DIPHENHYDRAMINE 200MG/LORAZEPAM 8MG D5W 50ML PCA SYR|DEXTROSE 5% IN WATER IV SOLP"
206819,"DIPHENHYDRAMINE 200MG/LORAZEPAM 8MG D5W 50ML PCA SYR|LORAZEPAM 2 MG/ML IJ SOLN"
1049634,"DIPHENHYDRAMINE 200MG/LORAZEPAM 8MG D5W 50ML PCA SYR|DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN"
211759,"LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG TAB|HYDROCHLOROTHIAZIDE 12.5 MG PO CAP"
833535,"AMIODARONE 900 MG IN D5W 500 ML IV INFUSION|AMIODARONE 50 MG/ML IV SOLN"
1050419,"OXYCODONE-ACETAMINOPHEN 2.5-325 MG TAB|OXYCODONE 5 MG PO TAB"
209390,"OXYCODONE-ACETAMINOPHEN 2.5-325 MG TAB|ACETAMINOPHEN 325 MG PO TAB"
1812168,"DOBUTAMINE 250 MG IN NS 250 ML IVPB|DOBUTAMINE 250 MG/20 ML (12.5 MG/ML) IV SOLN"
313002,"DOBUTAMINE 250 MG IN NS 250 ML IVPB|SODIUM CHLORIDE 0.9 % IV SOLP"
