"y","domain","topic","var","coef","coef_lower","coef_upper","p_value"
"T05","Physical infrastructure","Environment","RACE_FAC_2",-0.837391732696052,-2.85126251673328,0.139271747663089,0.08
"T05","Physical infrastructure","Environment","RACE_FAC_1",-0.764912896203335,-2.83295958661275,0.333484936579802,0.23
"T05","Physical infrastructure","Environment","ETHN_FAC_0",0.726475670448822,0,1.81284036368483,0.05
"T05","Physical infrastructure","Environment","RACE_FAC_0",0,-0.962943344746937,0.830206083560655,0.21
"T05","Physical infrastructure","Environment","SITE_Utah",0.465707845870174,0.111648332694291,0.782534538254629,0
"T05","Physical infrastructure","Environment","RACE_FAC_6",-1.12513508981495,-2.13484770163868,0,0.41
"T05","Physical infrastructure","Housing","AGE",-0.0473434273300962,-0.0682248256677101,-0.0235163700838437,0
"T05","Physical infrastructure","Housing","STUDY_ID",0,0,0,1
"T05","Physical infrastructure","Housing","SEX_FAC_2",1.2428973570795,0.883846365493697,1.55995315471298,0
"T05","Physical infrastructure","Housing","BSBP_GROUP_bsbp1",-0.0122572366826262,-0.418934446413879,0,0.4
"T05","Physical infrastructure","Housing","BSBP_GROUP_bsbp2",-0.242157498379016,-0.773487305245906,0,0.12
"T05","Physical infrastructure","Housing","RACE_FAC_3",-0.373663992249517,-0.783587317066689,0,0.18
"T05","Physical infrastructure","Housing","BSBP_GROUP_bsbp3",-0.145538963098148,-0.737865611668375,0,0.29
"T05","Physical infrastructure","Housing","ETHN_FAC_1",0,-0.552414937648664,0.308592914292806,0.78
"T05","Physical infrastructure","Housing","RACE_FAC_2",-0.188736008027219,-1.58963160281605,0,0.55
"T05","Physical infrastructure","Housing","RACE_FAC_1",0,-1.95340050594818,0,0.56
"T05","Physical infrastructure","Housing","ETHN_FAC_0",0.194015385046771,0,1.09358204029256,0.4
"T05","Physical infrastructure","Housing","RACE_FAC_0",0,-0.0419957749357979,0.435672813355595,0.74
"T05","Physical infrastructure","Housing","SITE_Utah",0.406096696034292,0.0587578134885678,0.653725512841953,0
"T05","Physical infrastructure","Housing","RACE_FAC_6",0,-0.615225679232541,0,0.8
"T05","Physical infrastructure","Housing","ACS_MDN_OWNER_COST_MORTGAGE",0,0,0.000135644494993776,0.86
"T05","Physical infrastructure","Housing","ACS_MDN_OWNER_COST_NO_MORTG",0,-0.000113524284508788,0,0.87
"T05","Physical infrastructure","Housing","ACS_MEDIAN_HOME_VALUE",0,0,7.12871847378595e-07,0.75
"T05","Physical infrastructure","Housing","ACS_MEDIAN_RENT",0,-0.000164535702125767,5.25046601022834e-05,0.8
"T05","Physical infrastructure","Housing","ACS_MEDIAN_YEAR_BUILT",0,-0.00018477377952819,0.00010934375088249,0.64
"T05","Physical infrastructure","Housing","ACS_PCT_10UNITS",0,-0.00502699156917519,0,0.85
"T05","Physical infrastructure","Housing","ACS_PCT_1UP_OWNER_1ROOM",0.0213593418804737,0,0.0751924461530074,0.32
"T05","Physical infrastructure","Housing","ACS_PCT_1UP_PERS_1ROOM",0,0,0.0413599497568188,0.63
"T05","Physical infrastructure","Housing","ACS_PCT_1UP_RENT_1ROOM",0,0,0.0105417919545695,0.86
"T05","Physical infrastructure","Housing","ACS_PCT_GRP_QRT",0,0,0.0381553227228446,0.6
"T05","Physical infrastructure","Housing","ACS_PCT_HU_BOT_TANK_LP_GAS",0,-0.00158535929354256,0.0144949529926727,0.82
"T05","Physical infrastructure","Housing","ACS_PCT_HU_BUILT_1979",0,-0.000488248143477058,0.00370216558464208,0.77
"T05","Physical infrastructure","Housing","ACS_PCT_HU_COAL",0,-1.35632624215414,0,0.56
"T05","Physical infrastructure","Housing","ACS_PCT_HU_ELEC",0,-0.0102570732804163,0,0.7
"T05","Physical infrastructure","Housing","ACS_PCT_HU_KITCHEN",0,-0.026431681250573,0.025000823071008,0.81
"T05","Physical infrastructure","Housing","ACS_PCT_HU_MOBILE_HOME",0.00498093095500036,0,0.0348749796450293,0.31
"T05","Physical infrastructure","Housing","ACS_PCT_HU_NO_FUEL",0,0,0.094447501301341,0.88
"T05","Physical infrastructure","Housing","ACS_PCT_HU_OIL",0,-0.245599587214908,0.146517970703685,0.73
"T05","Physical infrastructure","Housing","ACS_PCT_HU_OTHER",-0.0140288364018796,-0.289097848335582,0,0.37
"T05","Physical infrastructure","Housing","ACS_PCT_HU_PLUMBING",-0.0142216254981597,-0.0875685040646794,0,0.31
"T05","Physical infrastructure","Housing","ACS_PCT_HU_SOLAR",0,0,0.250935358459094,0.57
"T05","Physical infrastructure","Housing","ACS_PCT_HU_UTILITY_GAS",0,0,0.00344563736736145,0.87
"T05","Physical infrastructure","Housing","ACS_PCT_HU_WOOD",0,-0.0540743327415318,0,0.73
"T05","Physical infrastructure","Housing","ACS_PCT_OWNER_HU",0,0,0.000557646369617616,0.93
"T05","Physical infrastructure","Housing","ACS_PCT_OWNER_HU_CHILD",0,-0.00525374682076275,0.00542131758072235,0.83
"T05","Physical infrastructure","Housing","ACS_PCT_OWNER_HU_COST_30PCT",0,-0.00919868431511682,0.0071286251936896,0.78
"T05","Physical infrastructure","Housing","ACS_PCT_OWNER_HU_COST_50PCT",0,-0.0148389571328926,0.00534719468421802,0.8
"T05","Physical infrastructure","Housing","ACS_PCT_RENTER_HU",0,-3.5383204415455e-06,0,0.96
"T05","Physical infrastructure","Housing","ACS_PCT_RENTER_HU_ABOVE65",0.00145700363244696,0,0.010663889977868,0.36
"T05","Physical infrastructure","Housing","ACS_PCT_RENTER_HU_CHILD",-0.00337897096117969,-0.0093029046165409,0,0.16
"T05","Physical infrastructure","Housing","ACS_PCT_RENTER_HU_COST_30PCT",0,-0.00402537961903049,0.000388541852653009,0.73
"T05","Physical infrastructure","Housing","ACS_PCT_RENTER_HU_COST_50PCT",0,-0.00390488387683855,0.00236039017005319,0.84
"T05","Physical infrastructure","Housing","ACS_PCT_VACANT_HU",-0.00901954416157016,-0.019683445105652,0,0.36
"T05","Physical infrastructure","Housing","ACS_TOT_HU",0,-6.9038316246347e-05,0.000181036786182334,0.74
"T05","Physical infrastructure","Internet connectivity","AGE",-0.0528582716438523,-0.0770693801885635,-0.0188031914910131,0
"T05","Physical infrastructure","Internet connectivity","STUDY_ID",0,0,0,1
"T05","Physical infrastructure","Internet connectivity","SEX_FAC_2",1.31754271201071,1.02550218675675,1.57680826110567,0
"T05","Physical infrastructure","Internet connectivity","BSBP_GROUP_bsbp1",-0.14822479855377,-0.511398168376587,0,0.22
"T05","Physical infrastructure","Internet connectivity","BSBP_GROUP_bsbp2",-0.401605234238661,-0.897529920743288,0,0.08
"T05","Physical infrastructure","Internet connectivity","RACE_FAC_3",-0.541695596179353,-1.13336809716521,-0.0650563499878949,0.01
"T05","Physical infrastructure","Internet connectivity","BSBP_GROUP_bsbp3",-0.306527290057675,-0.840957596568762,0,0.11
"T05","Physical infrastructure","Internet connectivity","ETHN_FAC_1",0,-1.06448860836268,0.402593240962058,0.38
"T05","Physical infrastructure","Internet connectivity","RACE_FAC_2",-0.640439765516534,-2.28186970350675,0,0.23
"T05","Physical infrastructure","Internet connectivity","RACE_FAC_1",-0.230161051226365,-2.85966446222983,0.246009766590222,0.39
"T05","Physical infrastructure","Internet connectivity","ETHN_FAC_0",0.595278614793328,0,1.64522063525717,0.2
"T05","Physical infrastructure","Internet connectivity","RACE_FAC_0",0,-0.523558156370092,0.810294264283874,0.39
"T05","Physical infrastructure","Internet connectivity","SITE_Utah",0.439967996941782,0.00558352979698442,0.770265896743203,0.03
"T05","Physical infrastructure","Internet connectivity","RACE_FAC_6",-0.455004879831283,-1.23398975305766,0,0.47
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_BROADBAND",0,0,0.00393191262628794,0.88
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_BROADBAND_ANY",0,0,0,0.99
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_BROADBAND_ONLY",0,-0.0104933042239858,0.041906858732072,0.44
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_CELLULAR",0,-0.0184537640347331,0,0.66
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_CELLULAR_ONLY",0,-0.0188835013690579,0.0119856139633663,0.65
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_DIAL_INTERNET_ONLY",-0.177065071501852,-0.345683019680733,0,0.14
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_INTERNET",0,-0.00700603527001865,0,0.94
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_INTERNET_NO_SUBS",0.00986604532169527,0,0.055610260953501,0.42
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_NO_COMP_DEV",0,-0.0403341653189864,0,0.65
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_NO_INTERNET",0,-0.0168594184193111,0,0.91
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_OTHER_COMP",-0.0309055084635597,-0.117144865181877,0.00243612714115451,0.23
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_OTHER_COMP_ONLY",1.28639616218941,0,3.76340853590895,0.11
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_PC",0.00293431191951044,0,0.0179764309210899,0.53
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_PC_ONLY",0,-0.0342276067388705,0.0131996766380281,0.46
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_SAT_INTERNET",0,-0.0150071832351702,0.0170470945970853,0.46
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_SMARTPHONE",0,-0.00131825211770867,0.00955261821134578,0.83
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_SMARTPHONE_ONLY",-0.0139018036850789,-0.0417923669762834,0,0.39
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_TABLET",0,-0.00108678887286544,0.0147006276418164,0.7
"T05","Physical infrastructure","Internet connectivity","ACS_PCT_HH_TABLET_ONLY",0.0343735852517973,0,0.209119951592088,0.21
"T05","Physical infrastructure","Migration","AGE",-0.0516550311302238,-0.0742634442125344,-0.0287051144963959,0
"T05","Physical infrastructure","Migration","STUDY_ID",0,0,0,1
"T05","Physical infrastructure","Migration","SEX_FAC_2",1.29556385981222,0.980451385979481,1.56051192292973,0
"T05","Physical infrastructure","Migration","BSBP_GROUP_bsbp1",-0.087084355696981,-0.55427659800252,0,0.23
"T05","Physical infrastructure","Migration","BSBP_GROUP_bsbp2",-0.352670587790319,-0.818725082181072,0,0.05
"T05","Physical infrastructure","Migration","RACE_FAC_3",-0.548158772967023,-0.956198584569837,-0.108629292630001,0.01
"T05","Physical infrastructure","Migration","BSBP_GROUP_bsbp3",-0.253465281220356,-0.876644807482156,0,0.16
"T05","Physical infrastructure","Migration","ETHN_FAC_1",0,-0.854472978259931,0.347141696312029,0.51
"T05","Physical infrastructure","Migration","RACE_FAC_2",-0.441297598654155,-2.09916411911046,0,0.26
"T05","Physical infrastructure","Migration","RACE_FAC_1",-0.0249380858826684,-2.07967200142744,0,0.49
"T05","Physical infrastructure","Migration","ETHN_FAC_0",0.423016236291363,0,1.28881846832219,0.26
"T05","Physical infrastructure","Migration","RACE_FAC_0",0,-0.473548478338933,0.776340198194727,0.58
"T05","Physical infrastructure","Migration","SITE_Utah",0.410784834083026,0.143723671835682,0.694031459082975,0
"T05","Physical infrastructure","Migration","RACE_FAC_6",-0.154613019387805,-0.96001446710125,0,0.5
"T05","Physical infrastructure","Migration","ACS_PCT_DIF_STATE",0,-0.0218734754522607,0.0222175082277907,0.58
"T05","Physical infrastructure","Migration","ACS_PCT_IN_COUNTY_MOVE",0,-0.0181543628192719,0.0146252591101155,0.59
"T05","Physical infrastructure","Migration","ACS_PCT_IN_STATE_MOVE",0,-0.0145483833597718,0.0497799375638584,0.51
"T05","Physical infrastructure","Transportation","AGE",-0.0511679487818549,-0.0784057461712792,-0.0249030042831275,0
"T05","Physical infrastructure","Transportation","STUDY_ID",0,0,0,1
"T05","Physical infrastructure","Transportation","SEX_FAC_2",1.28546728182396,1.05882750988908,1.5873462543678,0
"T05","Physical infrastructure","Transportation","BSBP_GROUP_bsbp1",-0.0756537190568678,-0.54394578935002,0.00948914020781715,0.33
"T05","Physical infrastructure","Transportation","BSBP_GROUP_bsbp2",-0.330560004198358,-0.801652031628407,0,0.09
"T05","Physical infrastructure","Transportation","RACE_FAC_3",-0.513473704093334,-0.871851224913327,-0.0111313935026751,0.03
"T05","Physical infrastructure","Transportation","BSBP_GROUP_bsbp3",-0.234303479893736,-0.740233377049546,0.0196215083069497,0.26
"T05","Physical infrastructure","Transportation","ETHN_FAC_1",0,-0.679005070343814,0.492819104697901,0.55
"T05","Physical infrastructure","Transportation","RACE_FAC_2",-0.356798513958132,-2.50372543363112,0.0150050495202719,0.41
"T05","Physical infrastructure","Transportation","RACE_FAC_1",0,-1.93252349983476,0,0.61
"T05","Physical infrastructure","Transportation","ETHN_FAC_0",0.3670902692304,0,1.39447817767364,0.31
"T05","Physical infrastructure","Transportation","RACE_FAC_0",0,-0.467466976771828,0.71951587850446,0.56
"T05","Physical infrastructure","Transportation","SITE_Utah",0.393710512436017,0.0406733604292438,0.738799393356625,0.02
"T05","Physical infrastructure","Transportation","RACE_FAC_6",-0.0490294193618757,-0.995845921969311,0,0.64
"T05","Physical infrastructure","Transportation","ACS_PCT_COMMT_15MIN",0.00198384755697259,0,0.0118185373150416,0.5
"T05","Physical infrastructure","Transportation","ACS_PCT_COMMT_29MIN",0,0,0.00295738843115385,0.9
"T05","Physical infrastructure","Transportation","ACS_PCT_COMMT_59MIN",-0.00312009317984773,-0.0142164297926144,0,0.37
"T05","Physical infrastructure","Transportation","ACS_PCT_COMMT_60MINUP",0,-0.0372970072602008,0.0045309015340607,0.64
"T05","Physical infrastructure","Transportation","ACS_PCT_DRIVE_2WORK",0,0,0.00972852158324234,0.9
"T05","Physical infrastructure","Transportation","ACS_PCT_HU_NO_VEH",0,-0.0193456275377576,0,0.62
"T05","Physical infrastructure","Transportation","ACS_PCT_PUBL_TRANSIT",-9.59740960056188e-06,-0.0577430522702835,0,0.5
"T05","Physical infrastructure","Transportation","ACS_PCT_TAXICAB_2WORK",0,-0.00617271531474669,0.0613070768767451,0.59
"T05","Physical infrastructure","Transportation","ACS_PCT_WALK_2WORK",0,-0.013436346409612,0.0305526228510025,0.61
"T05","Physical infrastructure","Transportation","ACS_PCT_WORK_NO_CAR",0,0,0.0338036593440087,0.69
"T05","Healthcare context","Characteristics of health care facilities","AGE",-0.0542750843585565,-0.0727950142426293,-0.0286886563685945,0
"T05","Healthcare context","Characteristics of health care facilities","STUDY_ID",0,0,0,1
"T05","Healthcare context","Characteristics of health care facilities","SEX_FAC_2",1.31917385692238,1.02815701130066,1.65762855684782,0
"T05","Healthcare context","Characteristics of health care facilities","BSBP_GROUP_bsbp1",-0.127865725106954,-0.587845436241375,0,0.17
"T05","Healthcare context","Characteristics of health care facilities","BSBP_GROUP_bsbp2",-0.399789577429093,-0.740002153973892,0,0.06
"T05","Healthcare context","Characteristics of health care facilities","RACE_FAC_3",-0.597271706423096,-1.08492395408012,-0.00387739878489301,0.03
"T05","Healthcare context","Characteristics of health care facilities","BSBP_GROUP_bsbp3",-0.306074538526534,-0.85571794724367,0,0.1
"T05","Healthcare context","Characteristics of health care facilities","ETHN_FAC_1",0,-0.549656111116593,0.60640048981247,0.47
"T05","Healthcare context","Characteristics of health care facilities","RACE_FAC_2",-0.591876183661383,-2.33324557578873,0,0.23
"T05","Healthcare context","Characteristics of health care facilities","RACE_FAC_1",-0.306245861744082,-2.15436726997993,0.0215799745129327,0.45
"T05","Healthcare context","Characteristics of health care facilities","ETHN_FAC_0",0.538378944989522,0,1.59692310273674,0.22
"T05","Healthcare context","Characteristics of health care facilities","RACE_FAC_0",0,-0.756641253941049,0.719501841387939,0.41
"T05","Healthcare context","Characteristics of health care facilities","SITE_Utah",0.431664288456287,0.112650398444634,0.775222151063421,0.01
"T05","Healthcare context","Characteristics of health care facilities","RACE_FAC_6",-0.52356531512604,-1.47653954920502,0,0.33
"T05","Healthcare context","Distance to Provider","AGE",-0.0573022942889166,-0.0767075059773492,-0.031816969674997,0
"T05","Healthcare context","Distance to Provider","STUDY_ID",0,0,0,1
"T05","Healthcare context","Distance to Provider","SEX_FAC_2",1.3464528514614,1.02851990276898,1.59405857465821,0
"T05","Healthcare context","Distance to Provider","BSBP_GROUP_bsbp1",-0.174984526021589,-0.57196438974315,0.0163832498326247,0.13
"T05","Healthcare context","Distance to Provider","BSBP_GROUP_bsbp2",-0.45423086579704,-0.932883119917039,-0.0434058344309167,0.02
"T05","Healthcare context","Distance to Provider","RACE_FAC_3",-0.654016797805057,-0.995529451001503,-0.108812873543841,0.02
"T05","Healthcare context","Distance to Provider","BSBP_GROUP_bsbp3",-0.366859283059179,-0.86835332507443,0.000474537755173694,0.08
"T05","Healthcare context","Distance to Provider","ETHN_FAC_1",0,-0.928078315391352,0.678787721034081,0.3
"T05","Healthcare context","Distance to Provider","RACE_FAC_2",-0.765854705511312,-2.51620332334599,0,0.13
"T05","Healthcare context","Distance to Provider","RACE_FAC_1",-0.631268912179241,-2.6547296905623,0.129753661244846,0.34
"T05","Healthcare context","Distance to Provider","ETHN_FAC_0",0.67166903756773,0,1.70090634083351,0.09
"T05","Healthcare context","Distance to Provider","RACE_FAC_0",0,-0.874373477302389,0.952533997136847,0.31
"T05","Healthcare context","Distance to Provider","SITE_Utah",0.455788413468609,0.0445837492136655,0.72881147214893,0.01
"T05","Healthcare context","Distance to Provider","RACE_FAC_6",-0.949852858222515,-1.55264730605946,0,0.51
"T05","Healthcare context","Health insurance status","AGE",-0.0506145578544478,-0.0761536308122524,-0.0245909589205317,0
"T05","Healthcare context","Health insurance status","STUDY_ID",0,0,0,1
"T05","Healthcare context","Health insurance status","SEX_FAC_2",1.28802762966901,0.940531476703005,1.51830011724382,0
"T05","Healthcare context","Health insurance status","BSBP_GROUP_bsbp1",-0.0851553234404136,-0.491238983557873,0,0.31
"T05","Healthcare context","Health insurance status","BSBP_GROUP_bsbp2",-0.349275778387049,-0.804826200654927,0,0.07
"T05","Healthcare context","Health insurance status","RACE_FAC_3",-0.419922730638993,-0.888455184548428,0,0.18
"T05","Healthcare context","Health insurance status","BSBP_GROUP_bsbp3",-0.226286803150627,-0.838916835848801,0,0.31
"T05","Healthcare context","Health insurance status","ETHN_FAC_1",0,-0.755247558122404,0.495355812623653,0.67
"T05","Healthcare context","Health insurance status","RACE_FAC_2",-0.400531671074864,-1.80889518781187,0,0.31
"T05","Healthcare context","Health insurance status","RACE_FAC_1",0,-1.94108031154711,0,0.6
"T05","Healthcare context","Health insurance status","ETHN_FAC_0",0.322073450940584,0,1.48216993044914,0.38
"T05","Healthcare context","Health insurance status","RACE_FAC_0",0,-0.451789276572236,0.592068276424097,0.59
"T05","Healthcare context","Health insurance status","SITE_Utah",0.361991282267571,0.0604460098620784,0.723975922510428,0
"T05","Healthcare context","Health insurance status","RACE_FAC_6",-0.00445219612682937,-1.14621904478499,0,0.58
"T05","Healthcare context","Health insurance status","ACS_PCT_MEDICAID_ANY",0,-0.00759937468223778,0,0.89
"T05","Healthcare context","Health insurance status","ACS_PCT_MEDICAID_ANY_BELOW64",0,-0.0116969511780875,0,0.89
"T05","Healthcare context","Health insurance status","ACS_PCT_MEDICARE_ONLY",0,-0.0246065683157617,0.0293102889374269,0.64
"T05","Healthcare context","Health insurance status","ACS_PCT_OTHER_INS",0,-0.0499764088194155,0.0252181739313178,0.63
"T05","Healthcare context","Health insurance status","ACS_PCT_PRIVATE_ANY",0.000176591914204367,0,0.00423896395226029,0.83
"T05","Healthcare context","Health insurance status","ACS_PCT_PRIVATE_ANY_BELOW64",0.00353963481099636,0,0.00653064258976841,0.81
"T05","Healthcare context","Health insurance status","ACS_PCT_PRIVATE_EMPL",0,0,0.00207953993180821,0.93
"T05","Healthcare context","Health insurance status","ACS_PCT_PRIVATE_EMPL_BELOW64",0,0,0.00130829910179852,0.94
"T05","Healthcare context","Health insurance status","ACS_PCT_PRIVATE_MDCR",0,-0.0372597287401373,0.0474133465615276,0.69
"T05","Healthcare context","Health insurance status","ACS_PCT_PRIVATE_MDCR_35_64",0,-0.471968983465292,0.307131226332594,0.46
"T05","Healthcare context","Health insurance status","ACS_PCT_PRIVATE_OTHER",0,-0.215356557597976,0,0.86
"T05","Healthcare context","Health insurance status","ACS_PCT_PRIVATE_OTHER_BELOW64",-0.00251061332707967,-0.173502600259848,0,0.6
"T05","Healthcare context","Health insurance status","ACS_PCT_PRIVATE_SELF",0,0,0.0363959849676202,0.7
"T05","Healthcare context","Health insurance status","ACS_PCT_PRIVATE_SELF_BELOW64",0.0108777138597248,0,0.027069392750499,0.46
"T05","Healthcare context","Health insurance status","ACS_PCT_PUBLIC_ONLY",0,-0.0150782921485218,0,0.81
"T05","Healthcare context","Health insurance status","ACS_PCT_PUBLIC_OTHER",0,-0.261628108582511,0.112322527037297,0.6
"T05","Healthcare context","Health insurance status","ACS_PCT_PUBLIC_OTHER_BELOW64",0,-0.280894294375958,0.294800192164452,0.69
"T05","Healthcare context","Health insurance status","ACS_PCT_PVT_EMPL_DRCT",0,-0.0991691310255836,0,0.58
"T05","Healthcare context","Health insurance status","ACS_PCT_PVT_EMPL_DRCT_BELOW64",0,0,0.0214163484547931,0.89
"T05","Healthcare context","Health insurance status","ACS_PCT_SELF_MDCR_ABOVE35",0,-0.00404927595656145,0.0259836611990665,0.57
"T05","Healthcare context","Health insurance status","ACS_PCT_TRICARE_VA",0,-0.113796458108265,0,0.82
"T05","Healthcare context","Health insurance status","ACS_PCT_TRICARE_VA_BELOW64",0,-0.0315162719626424,0.00100327061870537,0.84
"T05","Healthcare context","Health insurance status","ACS_PCT_UNINSURED",0,-0.020870549487297,0,0.73
"T05","Healthcare context","Health insurance status","ACS_PCT_UNINSURED_BELOW64",0,-0.00826703249099774,0.00150392716678478,0.82
"T06","Social context","Demographics","AGE",-0.0506686635183861,-0.0806971385939734,-0.0257431034480083,0
"T06","Social context","Demographics","STUDY_ID",0,0,0,1
"T06","Social context","Demographics","SEX_FAC_2",1.11730138452223,0.859336846656427,1.45601607108099,0
"T06","Social context","Demographics","BSBP_GROUP_bsbp1",-0.201953926775577,-0.580966789029598,0,0.21
"T06","Social context","Demographics","BSBP_GROUP_bsbp2",-0.121392034563775,-0.519192690528613,0,0.35
"T06","Social context","Demographics","RACE_FAC_3",-0.0251396446545064,-0.872604362707277,0,0.52
"T06","Social context","Demographics","BSBP_GROUP_bsbp3",-0.362962988584222,-0.866547989146829,0,0.14
"T06","Social context","Demographics","ETHN_FAC_1",0,-0.536933481068828,0.164689409693519,0.74
"T06","Social context","Demographics","RACE_FAC_2",0,-1.77788897360434,0.22621242350617,0.56
"T06","Social context","Demographics","RACE_FAC_1",0,-0.755983207373603,0,0.72
"T06","Social context","Demographics","ETHN_FAC_0",0,0,0.721957688030231,0.75
"T06","Social context","Demographics","RACE_FAC_0",0,-0.462389556443642,0.338608894003461,0.73
"T06","Social context","Demographics","SITE_Utah",0.357049613633913,0,0.715658514032084,0.04
"T06","Social context","Demographics","RACE_FAC_6",0,0,0,1
"T06","Social context","Demographics","ACS_AVG_HH_SIZE",0,0,0,0.98
"T06","Social context","Demographics","ACS_MEDIAN_AGE",0,0,0,0.99
"T06","Social context","Demographics","ACS_MEDIAN_AGE_FEMALE",0,-0.0040099777986198,0,0.95
"T06","Social context","Demographics","ACS_MEDIAN_AGE_MALE",0,0,0.00651832187390634,0.88
"T06","Social context","Demographics","ACS_PCT_AGE_0_17",0,0,0,0.99
"T06","Social context","Demographics","ACS_PCT_AGE_0_4",-0.000106630008425105,-0.0553162111906397,0.0011590877014181,0.55
"T06","Social context","Demographics","ACS_PCT_AGE_10_14",0,0,0.0259689610932711,0.83
"T06","Social context","Demographics","ACS_PCT_AGE_15_17",0,-0.0338680188154305,0.00600631697337597,0.79
"T06","Social context","Demographics","ACS_PCT_AGE_18_29",0,0,0.00171406182529167,0.95
"T06","Social context","Demographics","ACS_PCT_AGE_18_44",0,-0.000223506758615516,0,0.97
"T06","Social context","Demographics","ACS_PCT_AGE_30_44",0,-0.0260240036900718,0,0.69
"T06","Social context","Demographics","ACS_PCT_AGE_45_64",0,-0.00927060114588663,0,0.89
"T06","Social context","Demographics","ACS_PCT_AGE_5_9",0,-0.00928993547084531,0.0049959639122908,0.88
"T06","Social context","Demographics","ACS_PCT_AGE_50_64",0,-0.0263349638789264,0,0.75
"T06","Social context","Demographics","ACS_PCT_AGE_ABOVE65",0.00397931058591135,0,0.0128784294229916,0.74
"T06","Social context","Demographics","ACS_PCT_AGE_ABOVE80",6.12617802148502e-05,0,0.0354723562235283,0.77
"T06","Social context","Demographics","ACS_PCT_AIAN",0,0,0,0.98
"T06","Social context","Demographics","ACS_PCT_AIAN_COMB",-0.0188696883421994,-0.150612758720688,0,0.42
"T06","Social context","Demographics","ACS_PCT_AIAN_NONHISP",-0.0686682057431038,-0.339393821249433,0,0.42
"T06","Social context","Demographics","ACS_PCT_API_LANG",0,0,0.0185121247073027,0.89
"T06","Social context","Demographics","ACS_PCT_ASIAN",0,0,0.00416698848996409,0.95
"T06","Social context","Demographics","ACS_PCT_ASIAN_COMB",0,-0.000879064717053341,0,0.96
"T06","Social context","Demographics","ACS_PCT_ASIAN_FEMALE",-0.00027045508067,-0.00474670637727572,0,0.47
"T06","Social context","Demographics","ACS_PCT_ASIAN_MALE",2.2765807727469e-06,0,9.61247063035456e-06,0.69
"T06","Social context","Demographics","ACS_PCT_ASIAN_NONHISP",0,0,0,1
"T06","Social context","Demographics","ACS_PCT_BLACK",0,0,0,1
"T06","Social context","Demographics","ACS_PCT_BLACK_COMB",0,0,0,0.99
"T06","Social context","Demographics","ACS_PCT_BLACK_FEMALE",0.00207404168115531,0,0.00653693394326132,0.24
"T06","Social context","Demographics","ACS_PCT_BLACK_MALE",-8.98989623533378e-07,-2.39680516749282e-06,0,0.38
"T06","Social context","Demographics","ACS_PCT_BLACK_NONHISP",0,-0.0133423022244392,0,0.75
"T06","Social context","Demographics","ACS_PCT_DIVORCED_F",0,-0.0155236320641086,0.00409913987513944,0.78
"T06","Social context","Demographics","ACS_PCT_DIVORCED_M",0,0,0.0203076141168345,0.71
"T06","Social context","Demographics","ACS_PCT_ENGL_NOT_ALL",0,0,0.0413419455085968,0.86
"T06","Social context","Demographics","ACS_PCT_ENGL_NOT_WELL",0,-0.0676119528915538,0,0.59
"T06","Social context","Demographics","ACS_PCT_ENGL_VERY_WELL",0,-0.00225317325350277,0,0.93
"T06","Social context","Demographics","ACS_PCT_ENGL_WELL",-0.00870971443345175,-0.047508335553215,0,0.63
"T06","Social context","Demographics","ACS_PCT_ENGLISH",0,0,0,0.98
"T06","Social context","Demographics","ACS_PCT_FEMALE",0,-0.00170239350637564,0.00945075930188731,0.88
"T06","Social context","Demographics","ACS_PCT_GULFWAR_1990_2001",0,-0.00624134884119196,0,0.65
"T06","Social context","Demographics","ACS_PCT_GULFWAR_2001",0,-0.00651362228365685,0,0.72
"T06","Social context","Demographics","ACS_PCT_GULFWAR_VIETNAM",0,0,0.0122077437220356,0.46
"T06","Social context","Demographics","ACS_PCT_HH_LIMIT_ENGLISH",0,-0.0127378679330462,0,0.92
"T06","Social context","Demographics","ACS_PCT_HISP_FEMALE",0,-0.00349959966899987,0.000595367685589801,0.74
"T06","Social context","Demographics","ACS_PCT_HISP_MALE",0,-2.73329533672878e-06,0,0.94
"T06","Social context","Demographics","ACS_PCT_HISPANIC",0,0,0,0.98
"T06","Social context","Demographics","ACS_PCT_HOUSEHOLDER_AIAN",0,-0.105643520895716,0.0759423304837479,0.84
