"y","domain","topic","var","coef","coef_lower","coef_upper","p_value","OR","OR_lower","OR_upper"
"T04","Economic context","Employment","BSBP_GROUPbsbp1",0,-0.21278701399064,0,0.82,1,0.808328281498605,1
"T04","Economic context","Employment","BSBP_GROUPbsbp2",-0.191118102560044,-0.664839173574272,0,0.21,0.826035025538908,0.514356243131174,1
"T04","Economic context","Employment","RACE_FAC3",-0.0576247495937513,-0.697906070190069,0,0.53,0.944004118910269,0.497626207972015,1
"T04","Economic context","Employment","BSBP_GROUPbsbp3",0,-0.584075803552229,0,0.51,1,0.557620975066948,1
"T04","Economic context","Employment","ETHN_FAC1",0,-0.164881582162589,0.157351744677642,0.89,1,0.847994115771858,1.17040722601791
"T04","Economic context","Employment","RACE_FAC2",0,-1.17640732938603,0,0.54,1,0.308384675339258,1
"T04","Economic context","Employment","RACE_FAC1",0,0,0,1,1,1,1
"T04","Economic context","Employment","ETHN_FAC0",0,0,0.948317876728307,0.74,1,1,2.58136383305654
"T04","Economic context","Employment","RACE_FAC0",0,-0.0104326701270873,0.413473085726667,0.87,1,0.98962156141878,1.51206019084765
"T04","Economic context","Employment","SITEUtah",0.349010055077193,0,0.589363726254753,0.05,1.41766344498569,1,1.80284095002217
"T04","Economic context","Employment","RACE_FAC6",0,0,0,1,1,1,1
"T04","Economic context","Employment","ACS_PCT_ADMIN",0,-0.0283938068659678,0,0.64,1,0.972005508976981,1
"T04","Economic context","Employment","ACS_PCT_ARMED_FORCES",0,-0.0184237759208079,0,0.97,1,0.981744904341176,1
"T04","Economic context","Employment","ACS_PCT_ART",0,0,0.0114783256855815,0.83,1,1,1.01154445443944
"T04","Economic context","Employment","ACS_PCT_CONSTRUCT",0,0,0.0184745038515069,0.82,1,1,1.01864621328337
"T04","Economic context","Employment","ACS_PCT_EDUC",0,0,0.00643660787661749,0.86,1,1,1.0064573673534
"T04","Economic context","Employment","ACS_PCT_EMPLOYED",0.00458469560654015,0,0.0498641871335298,0.51,1.00459522140315,1,1.05112832992997
"T04","Economic context","Employment","ACS_PCT_FINANCE",0,-0.00847622810489821,0.00684080556630879,0.87,1,0.991559593833454,1.00686425732251
"T04","Economic context","Employment","ACS_PCT_GOVT",0,0,0.0205130765840386,0.7,1,1,1.02072491575106
"T04","Economic context","Employment","ACS_PCT_INFORM",0,-0.0146272947124627,0.0272691918865178,0.86,1,0.985479164460841,1.02764439906753
"T04","Economic context","Employment","ACS_PCT_MANUFACT",0,-0.0209370745697401,0.00074816565626719,0.87,1,0.979280584282827,1.000748445602
"T04","Economic context","Employment","ACS_PCT_NATURE",0,0,0.0405939535064684,0.84,1,1,1.04142915102666
"T04","Economic context","Employment","ACS_PCT_NOT_LABOR",0,-0.00522992934092336,0,0.94,1,0.994783722929027,1
"T04","Economic context","Employment","ACS_PCT_OTHER",0,-0.0142849526250016,0.0139983320215755,0.85,1,0.985816593209888,1.01409676744555
"T04","Economic context","Employment","ACS_PCT_PROFESS",0,-0.0149718613991991,0,0.78,1,0.985139659664675,1
"T04","Economic context","Employment","ACS_PCT_PVT_NONPROFIT",0,-0.0125968688351706,0,0.9,1,0.987482139616061,1
"T04","Economic context","Employment","ACS_PCT_PVT_PROFIT",0,-0.0172414613280814,0,0.6,1,0.982906322113211,1
"T04","Economic context","Employment","ACS_PCT_RETAIL",0,-0.0227376997627089,0,0.74,1,0.977518853576127,1
"T04","Economic context","Employment","ACS_PCT_TRANSPORT",0,-0.0191391163677098,0,0.85,1,0.981042873627979,1
"T04","Economic context","Employment","ACS_PCT_UNEMPLOY",-8.7114597757036e-06,-0.00361919297481218,0,0.66,0.999991288578169,0.996387348410191,1
"T04","Economic context","Employment","ACS_PCT_VET_LABOR_FORCE_18_64",0,-0.0016210345003654,0.00154295832794625,0.87,1,0.998380278666402,1.00154414930061
"T04","Economic context","Employment","ACS_PCT_VET_UNEMPL_18_64",0,0,0.00982954047837973,0.6,1,1,1.00987800908928
"T04","Economic context","Employment","ACS_PCT_WHOLESALE",0,0,0.0512808917738411,0.56,1,1,1.05261852364548
"T04","Economic context","Employment","ACS_PCT_WORK_RES_F",0,-0.000798638265898005,0,0.94,1,0.999201680560761,1
"T04","Economic context","Employment","ACS_PCT_WORK_RES_M",0,-0.00626045518554802,0,0.56,1,0.993759100633293,1
"T04","Economic context","Employment","ACS_TOT_CIVIL_EMPLOY_POP",4.17640430696953e-05,0,0.000155244655485086,0.63,1.0000417649152,1,1.00015525670656
"T04","Economic context","Employment","ACS_TOT_CIVILIAN_LABOR",0,0,0,0.98,1,1,1
"T04","Economic context","Employment","ACS_TOT_WORKER_HH",5.08233242440709e-06,0,0.000177525893012253,0.65,1.00000508234534,1,1.00017754165167
"T04","Economic context","Employment","ACS_TOT_WORKER_NWFH",0,0,0,0.99,1,1,1
"T04","Economic context","Income","AGE",-0.0570616284047602,-0.0799123728200717,-0.0280719712859616,0,0.944535857334658,0.923197240013004,0.972318385278394
"T04","Economic context","Income","SEX_FAC2",1.28608223685153,0.933345056171831,1.54381258234211,0,3.61858200166634,2.5430014488285,4.68240835035254
"T04","Economic context","Income","BSBP_GROUPbsbp1",0,-0.42501131194992,0.0684263419446684,0.44,1,0.653762389760607,1.07082174739851
"T04","Economic context","Income","BSBP_GROUPbsbp2",-0.370155454085877,-0.799453894002081,0,0.04,0.690626961509103,0.449574412373847,1
"T04","Economic context","Income","RACE_FAC3",-0.223859931639669,-0.670209533984744,0,0.21,0.79942710097093,0.511601368681579,1
"T04","Economic context","Income","BSBP_GROUPbsbp3",-0.101794174947372,-0.673598131159923,0.0146121047644071,0.37,0.903215436903136,0.50987069166852,1.01471938345283
"T04","Economic context","Income","ETHN_FAC1",0,-0.493537078139925,0.584195553563729,0.63,1,0.610463314503708,1.79354759218256
"T04","Economic context","Income","RACE_FAC2",-0.544465304784689,-1.60688100272188,0,0.25,0.580151904869896,0.200512036278746,1
"T04","Economic context","Income","RACE_FAC1",0,-0.168549612483072,0,0.93,1,0.844889345320772,1
"T04","Economic context","Income","ETHN_FAC0",0.101857830645501,-0.0140207707943885,1.38597491057244,0.46,1.10722604692533,0.986077062446236,3.99872240188577
"T04","Economic context","Income","RACE_FAC0",0,0,0.734732683534516,0.69,1,1,2.0849245833356
"T04","Economic context","Income","SITEUtah",0.456711014984093,0.178091006218207,0.755140221043856,0,1.57887254780708,1.1949340627167,2.12790988018149
"T04","Economic context","Income","RACE_FAC6",0,0,0,1,1,1,1
"T04","Economic context","Income","ACS_GINI_INDEX",-1.17037991770418,-3.22800865196317,0,0.2,0.310249049765658,0.0396363500200188,1
"T04","Economic context","Income","ACS_MEDIAN_HH_INC",1.24482915910381e-06,0,3.89821593518598e-06,0.78,1.00000124482993,1,1.00000389822353
"T04","Economic context","Income","ACS_MEDIAN_HH_INC_WHITE",0,-7.94508066181139e-07,0,0.9,1,0.999999205492249,1
"T04","Economic context","Income","ACS_MEDIAN_INC_F",0,-4.74182857563352e-06,6.57878746225946e-06,0.76,1,0.999995258182667,1.0000065788091
"T04","Economic context","Income","ACS_MEDIAN_INC_M",2.37311496058951e-07,0,4.92951378584537e-06,0.8,1.00000023731152,1,1.00000492952594
"T04","Economic context","Income","ACS_MEDIAN_NONVET_INC",0,0,5.23186368418481e-06,0.91,1,1,1.00000523187737
"T04","Economic context","Income","ACS_MEDIAN_VET_INC",0,-3.4469752577518e-06,6.13439334839944e-07,0.77,1,0.999996553030683,1.00000061343952
"T04","Economic context","Income","ACS_PCT_HH_INC_10000",0,-0.010528706952755,0.0316246850019112,0.65,1,0.989526525868938,1.0321300587114
"T04","Economic context","Income","ACS_PCT_HH_INC_100000",5.35792705063395e-05,0,0.00529317746671647,0.85,1.0000535807059,1,1.00530721108044
"T04","Economic context","Income","ACS_PCT_HH_INC_14999",-0.00341391843769141,-0.0507683272642179,0.0102347624019164,0.5,0.996591902356069,0.950498849695554,1.01028731672327
"T04","Economic context","Income","ACS_PCT_HH_INC_24999",0,-0.0291389317361965,0.00512846825515429,0.72,1,0.971281513265346,1.00514164135813
"T04","Economic context","Income","ACS_PCT_HH_INC_49999",-0.00186506652293525,-0.0253624579062252,0,0.56,0.998136671632872,0.974956467297986,1
"T04","Economic context","Income","ACS_PCT_HH_INC_99999",0,-0.0209593851900159,0.00143216727325028,0.6,1,0.979258736169291,1.00143319331456
"T04","Economic context","Income","ACS_PCT_INC50_BELOW17",0,-0.0064352449756696,0.0185153102601716,0.52,1,0.993585416868179,1.01868778142515
"T04","Economic context","Income","ACS_PER_CAPITA_INC",0,0,0,0.98,1,1,1
"T04","Economic context","Poverty","AGE",-0.0535214509913662,-0.0744250754545777,-0.0310880378079854,0,0.947885607699732,0.928277022187433,0.969390226328602
"T04","Economic context","Poverty","SEX_FAC2",1.23771620327669,0.985772486833073,1.51718964677808,0,3.44773055096743,2.67988125802224,4.55939366634319
"T04","Economic context","Poverty","BSBP_GROUPbsbp1",0,-0.438141266098977,0.0233392290145525,0.55,1,0.645234626640174,1.02361372013059
"T04","Economic context","Poverty","BSBP_GROUPbsbp2",-0.284604656875289,-0.782695266265116,0,0.17,0.752311616760738,0.45717214858845,1
"T04","Economic context","Poverty","RACE_FAC3",-0.148148738569943,-0.509149091762728,0,0.4,0.862302847710713,0.601006762901255,1
"T04","Economic context","Poverty","BSBP_GROUPbsbp3",-0.0429652033863001,-0.559324856113454,0,0.42,0.957944722719558,0.571594842369563,1
"T04","Economic context","Poverty","ETHN_FAC1",0,-0.468322429426452,0.30842064677742,0.76,1,0.6260516336425,1.3612734838238
"T04","Economic context","Poverty","RACE_FAC2",-0.235843611973178,-1.43542296517755,0,0.42,0.789904195832442,0.238014670803832,1
"T04","Economic context","Poverty","RACE_FAC1",0,0,0,1,1,1,1
"T04","Economic context","Poverty","ETHN_FAC0",0,0,1.17548092963582,0.66,1,1,3.23970063728513
"T04","Economic context","Poverty","RACE_FAC0",0,0,1.10831100346932,0.68,1,1,3.02923769927014
"T04","Economic context","Poverty","SITEUtah",0.410211923458395,0.0232915727632242,0.616858876644917,0.03,1.5071371489882,1.02356493970023,1.85309808066581
"T04","Economic context","Poverty","RACE_FAC6",0,0,0,1,1,1,1
"T04","Economic context","Poverty","ACS_PCT_HEALTH_INC_138_199",-0.00775067431072043,-0.0246612588054097,0,0.58,0.992279284714566,0.975640345635607,1
"T04","Economic context","Poverty","ACS_PCT_HEALTH_INC_200_399",0,-0.00924879960084328,0.00313020768765964,0.75,1,0.990793838992997,1.00313511190348
"T04","Economic context","Poverty","ACS_PCT_HEALTH_INC_ABOVE400",0,0,0.00441712208747658,0.91,1,1,1.00442689195084
"T04","Economic context","Poverty","ACS_PCT_HEALTH_INC_BELOW137",0,0,0,0.99,1,1,1
"T04","Economic context","Poverty","ACS_PCT_HH_1FAM_FOOD_STMP",0,-0.00436299574175742,0.00069182827149882,0.8,1,0.995646508297113,1.00069206763987
"T04","Economic context","Poverty","ACS_PCT_HH_FOOD_STMP",0,-0.00853451091429394,0,0.94,1,0.991501804638717,1
"T04","Economic context","Poverty","ACS_PCT_HH_FOOD_STMP_BLW_POV",0,-0.00558677817047342,0,0.95,1,0.994428798852732,1
"T04","Economic context","Poverty","ACS_PCT_HH_NO_FD_STMP_BLW_POV",0,-0.0147224467388624,0.000885758152942737,0.81,1,0.985385398582445,1.00088615055254
"T04","Economic context","Poverty","ACS_PCT_HH_PUB_ASSIST",0,-0.0215389063293677,0,0.72,1,0.978691399438478,1
"T04","Economic context","Poverty","ACS_PCT_INC50",0,0,0.0285305465933884,0.78,1,1,1.0289414410103
"T04","Economic context","Poverty","ACS_PCT_INC50_ABOVE65",-0.0151992893497919,-0.051261531269706,0,0.21,0.984915636846321,0.950030175441183,1
"T04","Economic context","Poverty","ACS_PCT_NONVET_POV_18_64",0,0,0,0.98,1,1,1
"T04","Economic context","Poverty","ACS_PCT_PERSON_INC_100_124",0,-0.0209547680887057,0,0.86,1,0.979263257516523,1
"T04","Economic context","Poverty","ACS_PCT_PERSON_INC_125_199",0,-0.0202570166621522,0,0.81,1,0.979946778287491,1
"T04","Economic context","Poverty","ACS_PCT_PERSON_INC_ABOVE200",0,0,0.000823627218034556,0.96,1,1,1.00082396649207
"T04","Economic context","Poverty","ACS_PCT_PERSON_INC_BELOW99",0,0,0,0.99,1,1,1
"T04","Economic context","Poverty","ACS_PCT_POV_ASIAN",0.00168267491116506,0,0.0083264960077242,0.29,1.00168409140298,1,1.00836125768963
"T04","Economic context","Poverty","ACS_PCT_POV_BLACK",4.03481692844766e-05,0,0.00558817109990065,0.46,1.00004034898328,1,1.00560381405295
"T04","Economic context","Poverty","ACS_PCT_POV_HISPANIC",0,-0.0054876882314377,0,0.73,1,0.994527341624003,1
"T04","Economic context","Poverty","ACS_PCT_POV_MULTI",0,0,0.00676584479525664,0.66,1,1,1.00678878483021
"T04","Economic context","Poverty","ACS_PCT_POV_WHITE",0,-0.000370848974317128,0.00110582145281446,0.93,1,0.999629219781664,1.00110643309879
"T04","Economic context","Poverty","ACS_PCT_VET_POV_18_64",-0.00140020259581533,-0.0106174736744392,0.000385166602668498,0.47,0.998600777230468,0.989438692741604,1.00038524078885
"T04","Economic context","Poverty","ACS_TOT_CIVIL_NONINST_POP_POV",3.10949499842995e-05,0,0.000105105765782713,0.63,1.00003109543344,1,1.00010511128959
"T04","Economic context","Poverty","ACS_TOT_CIVIL_POP_POV",0,0,0.000188868476835941,0.63,1,1,1.00018888631361
"T04","Economic context","Poverty","ACS_TOT_POP_POV",2.98711659174223e-07,0,7.12729304684356e-05,0.73,1.0000002987117,1,1.00007127547044
"T04","Education","Attainment","AGE",-0.0508728208773426,-0.0714416816677528,-0.0281336052683815,0,0.950399533825506,0.931050573328302,0.972258459270888
"T04","Education","Attainment","SEX_FAC2",1.20185519380842,0.91129768203804,1.47817977145767,0,3.32628210012606,2.48754848679128,4.38495678881589
"T04","Education","Attainment","BSBP_GROUPbsbp1",0,-0.368450101353453,0.0668440327103169,0.62,1,0.691805728906422,1.06912871606205
"T04","Education","Attainment","BSBP_GROUPbsbp2",-0.25080542077208,-0.736725554788054,0,0.16,0.778173773280657,0.478678759497011,1
"T04","Education","Attainment","RACE_FAC3",-0.135942968717611,-0.512871580973428,0,0.36,0.872892413242891,0.598773680601818,1
"T04","Education","Attainment","BSBP_GROUPbsbp3",0,-0.439621472885819,0,0.49,1,0.644280252476527,1
"T04","Education","Attainment","ETHN_FAC1",0,-0.205389421690156,0.297866389721433,0.89,1,0.814330136838887,1.34698180524183
"T04","Education","Attainment","RACE_FAC2",-0.0580681996709298,-1.54201203539649,0,0.41,0.943585593015411,0.213950192709734,1
"T04","Education","Attainment","RACE_FAC1",0,0,0,1,1,1,1
"T04","Education","Attainment","ETHN_FAC0",0,0,0.883942778630076,0.66,1,1,2.42042411423626
"T04","Education","Attainment","RACE_FAC0",0,0,0.604081490058814,0.78,1,1,1.82957095776823
"T04","Education","Attainment","SITEUtah",0.385269551185622,0.00849199523524598,0.690899230144473,0.03,1.4700105111182,1.0085281545091,1.99550914866575
"T04","Education","Attainment","RACE_FAC6",0,0,0,1,1,1,1
"T04","Education","Attainment","ACS_PCT_BACHELOR_DGR",0,0,0.0071291873248031,0.82,1,1,1.00715466047907
"T04","Education","Attainment","ACS_PCT_COLLEGE_ASSOCIATE_DGR",0,-0.0110469318559021,0,0.73,1,0.989013861430121,1
"T04","Education","Attainment","ACS_PCT_GRADUATE_DGR",0,0,0.00594561137795119,0.83,1,1,1.00596332160726
"T04","Education","Attainment","ACS_PCT_HS_GRADUATE",0,-0.00405695640650226,0,0.91,1,0.995951261923581,1
"T04","Education","Attainment","ACS_PCT_LT_HS",0,-0.00753070467173786,0.00368833678621976,0.89,1,0.992497580038886,1.00369514707064
"T04","Education","Attainment","ACS_PCT_NO_WORK_NO_SCHL_16_19",0,-0.0214188944963632,0.000150455747351987,0.61,1,0.97880886103552,1.00015046706639
"T04","Education","Attainment","ACS_PCT_POSTHS_ED",0,0,0.000192490703798444,0.96,1,1,1.00019250923132
"T04","Education","Attainment","ACS_PCT_VET_BACHELOR",0.00131926828773955,0,0.00608521614343308,0.61,1.00132013890496,1,1.00610376868417
"T04","Education","Attainment","ACS_PCT_VET_COLLEGE",0,-0.00572389486013697,0,0.78,1,0.994292455415421,1
"T04","Education","Attainment","ACS_PCT_VET_HS",0,-0.00369649220646341,0,0.8,1,0.996310331410448,1
"T04","Physical infrastructure","Environment","AGE",-0.0661688923060802,-0.0880353632903931,-0.0419084938747168,0,0.935972772341789,0.915728492978113,0.958957527045365
"T04","Physical infrastructure","Environment","SEX_FAC2",1.3543846669553,1.08099401483689,1.61680767703302,0,3.87437619129785,2.94760806147944,5.03698494075
"T04","Physical infrastructure","Environment","BSBP_GROUPbsbp1",-0.128972132695968,-0.501867441539544,0.100455379134467,0.16,0.87899846052162,0.605399056094337,1.10567430445889
"T04","Physical infrastructure","Environment","BSBP_GROUPbsbp2",-0.514246435987028,-1.15353119565129,-0.118359296718546,0.01,0.597951019254655,0.315520634800557,0.888376804394982
"T04","Physical infrastructure","Environment","RACE_FAC3",-0.438454794488511,-0.910266167104745,0,0.05,0.645032358976797,0.40241709958347,1
"T04","Physical infrastructure","Environment","BSBP_GROUPbsbp3",-0.289447194936516,-0.967565061049449,0.17207901625597,0.08,0.748677325820832,0.380007206848997,1.18777168277736
"T04","Physical infrastructure","Environment","ETHN_FAC1",0,-1.08104893530416,0.806127873501333,0.18,1,0.339239498666232,2.23922063271582
"T04","Physical infrastructure","Environment","RACE_FAC2",-0.96174867036357,-2.16895033462783,0.584255538892179,0.06,0.382223917606033,0.114297528123899,1.79365518195084
"T04","Physical infrastructure","Environment","RACE_FAC1",-0.401540094913559,-1.12120802659038,0,0.32,0.669288484097826,0.325885877934054,1
"T04","Physical infrastructure","Environment","ETHN_FAC0",0.461673902722216,-0.848166080689708,1.623974360949,0.17,1.58672779123725,0.428199495639295,5.07321308246981
"T04","Physical infrastructure","Environment","RACE_FAC0",0,-0.606834004476406,1.16827802619651,0.22,1,0.545073841516061,3.21644922578547
"T04","Physical infrastructure","Environment","SITEUtah",0.520365052894768,0.219099668903828,0.772782632109393,0,1.68264179085167,1.24495535383954,2.16578445805243
"T04","Physical infrastructure","Environment","RACE_FAC6",0,-0.0536702110311894,1.06096360161294,0.61,1,0.947744610686604,2.88915364147753
"T04","Physical infrastructure","Housing","AGE",-0.0465809789744592,-0.069985835128135,-0.0179854905965465,0,0.954487264040539,0.932407027238475,0.98217528303236
"T04","Physical infrastructure","Housing","SEX_FAC2",1.16413713725412,0.857364254688904,1.46676222669458,0,3.20315780489383,2.35694020540066,4.33517607593884
"T04","Physical infrastructure","Housing","BSBP_GROUPbsbp1",0,-0.21073708813926,0,0.76,1,0.809986994077295,1
"T04","Physical infrastructure","Housing","BSBP_GROUPbsbp2",-0.190974588733584,-0.781317189143117,0,0.25,0.826153581493219,0.45780260137374,1
"T04","Physical infrastructure","Housing","RACE_FAC3",-0.0764474131279943,-0.571005993259305,0,0.51,0.926401629571839,0.564956809986521,1
"T04","Physical infrastructure","Housing","BSBP_GROUPbsbp3",0,-0.507997144624798,0,0.61,1,0.601699489837459,1
"T04","Physical infrastructure","Housing","ETHN_FAC1",0,-0.395756764357629,0.254936461365976,0.82,1,0.673170415063749,1.29037962930908
"T04","Physical infrastructure","Housing","RACE_FAC2",0,-1.51429965695842,0,0.61,1,0.21996217989889,1
"T04","Physical infrastructure","Housing","RACE_FAC1",0,0,0,1,1,1,1
"T04","Physical infrastructure","Housing","ETHN_FAC0",0,0,1.01793030100739,0.79,1,1,2.76746102116263
"T04","Physical infrastructure","Housing","RACE_FAC0",0,0,0.541169030581356,0.84,1,1,1.718014099717
"T04","Physical infrastructure","Housing","SITEUtah",0.312643581543094,0,0.5878874395994,0.09,1.36703420796436,1,1.8001814035954
"T04","Physical infrastructure","Housing","RACE_FAC6",0,0,0,1,1,1,1
"T04","Physical infrastructure","Housing","ACS_MDN_OWNER_COST_MORTGAGE",0,0,0.000236273807064383,0.74,1,1,1.00023630172192
"T04","Physical infrastructure","Housing","ACS_MDN_OWNER_COST_NO_MORTG",0,-0.000159109608121038,0,0.93,1,0.999840903049141,1
"T04","Physical infrastructure","Housing","ACS_MEDIAN_HOME_VALUE",0,0,3.99387857280893e-07,0.89,1,1,1.00000039938794
"T04","Physical infrastructure","Housing","ACS_MEDIAN_RENT",0,0,0.000153717555339769,0.86,1,1,1.00015372937049
"T04","Physical infrastructure","Housing","ACS_MEDIAN_YEAR_BUILT",0,0,0.000148363399951966,0.71,1,1,1.00014837440635
"T04","Physical infrastructure","Housing","ACS_PCT_10UNITS",0,-0.00726080225003824,0,0.84,1,0.992765493692915,1
"T04","Physical infrastructure","Housing","ACS_PCT_1UP_OWNER_1ROOM",0.00396384404039805,0,0.0710786817072724,0.42,1.00397171046051,1,1.07366570039536
"T04","Physical infrastructure","Housing","ACS_PCT_1UP_PERS_1ROOM",0,0,0.0155157752523059,0.89,1,1,1.01563676985823
"T04","Physical infrastructure","Housing","ACS_PCT_1UP_RENT_1ROOM",0,0,0.00967558994023761,0.89,1,1,1.00972254979315
"T04","Physical infrastructure","Housing","ACS_PCT_GRP_QRT",0,0,0.00579353448191757,0.94,1,1,1.00581034945985
"T04","Physical infrastructure","Housing","ACS_PCT_HU_BOT_TANK_LP_GAS",0,0,0.000360949769749404,0.96,1,1,1.00036101491996
"T04","Physical infrastructure","Housing","ACS_PCT_HU_BUILT_1979",0,-9.54930447776632e-06,0.000269027150623855,0.91,1,0.999990450741117,1.00026906334167
"T04","Physical infrastructure","Housing","ACS_PCT_HU_COAL",0,-0.950583691578998,0,0.67,1,0.386515351843574,1
"T04","Physical infrastructure","Housing","ACS_PCT_HU_ELEC",-0.00363538334876205,-0.0154717601915124,0,0.48,0.996371216657011,0.984647312610651,1
"T04","Physical infrastructure","Housing","ACS_PCT_HU_KITCHEN",0,-0.00253549882465457,0.0101966020683443,0.86,1,0.997467712837528,1.01024876455785
"T04","Physical infrastructure","Housing","ACS_PCT_HU_MOBILE_HOME",0,0,0.0230174440211975,0.67,1,1,1.02328438958611
"T04","Physical infrastructure","Housing","ACS_PCT_HU_NO_FUEL",0,0,0.131797992610711,0.9,1,1,1.14087783023579
"T04","Physical infrastructure","Housing","ACS_PCT_HU_OIL",0,-0.104727498767187,0,0.93,1,0.900569895559303,1
"T04","Physical infrastructure","Housing","ACS_PCT_HU_OTHER",0,-0.0842906567131189,0,0.83,1,0.919164056061912,1
"T04","Physical infrastructure","Housing","ACS_PCT_HU_PLUMBING",0,-0.0710759454196555,0,0.67,1,0.931391154549433,1
"T04","Physical infrastructure","Housing","ACS_PCT_HU_SOLAR",0,0,0.301754502263164,0.54,1,1,1.35222921674491
"T04","Physical infrastructure","Housing","ACS_PCT_HU_UTILITY_GAS",0,0,0.00508732056176256,0.82,1,1,1.00510028294896
"T04","Physical infrastructure","Housing","ACS_PCT_HU_WOOD",0,-0.0136076519212567,0,0.92,1,0.98648451364819,1
"T04","Physical infrastructure","Housing","ACS_PCT_OWNER_HU",0.000717719970190284,0,0.00733013006062586,0.72,1.0007179775928,1,1.00735706122675
"T04","Physical infrastructure","Housing","ACS_PCT_OWNER_HU_CHILD",0,0,0.00844903288708599,0.77,1,1,1.00848482670214
"T04","Physical infrastructure","Housing","ACS_PCT_OWNER_HU_COST_30PCT",0,-0.00205908379932295,0.000533976537076603,0.93,1,0.997943034659446,1.00053411912793
"T04","Physical infrastructure","Housing","ACS_PCT_OWNER_HU_COST_50PCT",0,-0.0143428103086735,0,0.9,1,0.985759557795264,1
"T04","Physical infrastructure","Housing","ACS_PCT_RENTER_HU",-1.00824643065045e-17,-1.1872295262845e-06,0,0.89,1,0.999998812771179,1
"T04","Physical infrastructure","Housing","ACS_PCT_RENTER_HU_ABOVE65",0,0,0.0091235512072807,0.68,1,1,1.00916529766265
"T04","Physical infrastructure","Housing","ACS_PCT_RENTER_HU_CHILD",0,-0.00768755066843995,0,0.5,1,0.992341922974133,1
"T04","Physical infrastructure","Housing","ACS_PCT_RENTER_HU_COST_30PCT",0,-0.00251773394673678,0,0.92,1,0.997485432887071,1
"T04","Physical infrastructure","Housing","ACS_PCT_RENTER_HU_COST_50PCT",0,0,0.00390108908426082,0.8,1,1,1.00390870823672
"T04","Physical infrastructure","Housing","ACS_PCT_VACANT_HU",0,-0.00838852245593878,0,0.74,1,0.991646563024902,1
"T04","Physical infrastructure","Housing","ACS_TOT_HU",0,0,0.000164271156568241,0.69,1,1,1.00016428464981
"T04","Physical infrastructure","Internet connectivity","AGE",-0.0569792610877038,-0.0832333432617201,-0.0292775595432711,0,0.944613659423221,0.920136414535691,0.971146875971562
"T04","Physical infrastructure","Internet connectivity","SEX_FAC2",1.2823479705437,0.961771176871112,1.59687517931843,0,3.60509445154078,2.61632634876492,4.93757924302363
"T04","Physical infrastructure","Internet connectivity","BSBP_GROUPbsbp1",-0.0207851357377209,-0.378407678081232,0.079586178618784,0.45,0.979429386335141,0.68495120414556,1.08283887306701
"T04","Physical infrastructure","Internet connectivity","BSBP_GROUPbsbp2",-0.357568166833893,-0.899020989270611,0,0.04,0.699375023136762,0.406967890704115,1
"T04","Physical infrastructure","Internet connectivity","RACE_FAC3",-0.212801544155887,-0.715909405407565,0,0.28,0.80831653644043,0.488747440068609,1
"T04","Physical infrastructure","Internet connectivity","BSBP_GROUPbsbp3",-0.106566604328059,-0.732047088715496,0.0371368809338249,0.3,0.898915174526151,0.480923488683249,1.03783507094963
"T04","Physical infrastructure","Internet connectivity","ETHN_FAC1",0,-0.67963017707484,0.503012570114421,0.6,1,0.506804385592662,1.65369564819563
"T04","Physical infrastructure","Internet connectivity","RACE_FAC2",-0.53176287085335,-2.03445202854193,0,0.23,0.587568249203812,0.13075211130204,1
"T04","Physical infrastructure","Internet connectivity","RACE_FAC1",0,-0.289739695439677,0,0.93,1,0.748458369350324,1
"T04","Physical infrastructure","Internet connectivity","ETHN_FAC0",0.0869211653714298,0,1.55836251302779,0.5,1.09081068267354,1,4.75103511392988
"T04","Physical infrastructure","Internet connectivity","RACE_FAC0",0,-0.190320849365009,0.840046275309014,0.59,1,0.826693847191167,2.31647416985891
"T04","Physical infrastructure","Internet connectivity","SITEUtah",0.427252235403503,0,0.719047859044197,0.04,1.53303929974643,1,2.05247803159381
"T04","Physical infrastructure","Internet connectivity","RACE_FAC6",0,0,0,1,1,1,1
"T04","Physical infrastructure","Internet connectivity","ACS_PCT_HH_BROADBAND",0,0,0.00183491076030692,0.96,1,1,1.00183659523919
"T04","Physical infrastructure","Internet connectivity","ACS_PCT_HH_BROADBAND_ANY",0,0,0.00505444316403716,0.95,1,1,1.00506723841042
"T04","Physical infrastructure","Internet connectivity","ACS_PCT_HH_BROADBAND_ONLY",0,-0.0298032520300428,0.0165877481662766,0.54,1,0.970636485521278,1.0167260887218
"T04","Physical infrastructure","Internet connectivity","ACS_PCT_HH_CELLULAR",0,-1.56881690799243e-05,0.00283604132259927,0.92,1,0.999984311953979,1.00284006669226
"T04","Physical infrastructure","Internet connectivity","ACS_PCT_HH_CELLULAR_ONLY",0,-0.0116590517322802,0.00494861928288016,0.75,1,0.988408651636896,1.00496088392195
"T04","Physical infrastructure","Internet connectivity","ACS_PCT_HH_DIAL_INTERNET_ONLY",-0.147462901313132,-0.497680400034267,0,0.15,0.862894449978576,0.607939201204958,1
"T04","Physical infrastructure","Internet connectivity","ACS_PCT_HH_INTERNET",0,-0.000240430828015566,0,0.97,1,0.99975959807316,1
"T04","Physical infrastructure","Internet connectivity","ACS_PCT_HH_INTERNET_NO_SUBS",0,-0.0356431624524375,0.0250013467342898,0.64,1,0.964984574782324,1.02531650135239
